Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t-5,ZHVI_t-6,ZHVI_t0,ZHVI_t1,ZHVI_t2
2010-10,Noble Square,328300,332400,335500,339300,342500,343200,328300,324900,322300
2010-11,Noble Square,324900,328300,332400,335500,339300,342500,324900,322300,321200
2010-12,Noble Square,322300,324900,328300,332400,335500,339300,322300,321200,320200
2011-01,Noble Square,321200,322300,324900,328300,332400,335500,321200,320200,317800
2011-02,Noble Square,320200,321200,322300,324900,328300,332400,320200,317800,314400
2011-03,Noble Square,317800,320200,321200,322300,324900,328300,317800,314400,311700
2011-04,Noble Square,314400,317800,320200,321200,322300,324900,314400,311700,309700
2011-05,Noble Square,311700,314400,317800,320200,321200,322300,311700,309700,309200
2011-06,Noble Square,309700,311700,314400,317800,320200,321200,309700,309200,310000
2011-07,Noble Square,309200,309700,311700,314400,317800,320200,309200,310000,310000
2011-08,Noble Square,310000,309200,309700,311700,314400,317800,310000,310000,308700
2011-09,Noble Square,310000,310000,309200,309700,311700,314400,310000,308700,307100
2011-10,Noble Square,308700,310000,310000,309200,309700,311700,308700,307100,307500
2011-11,Noble Square,307100,308700,310000,310000,309200,309700,307100,307500,307400
2011-12,Noble Square,307500,307100,308700,310000,310000,309200,307500,307400,306200
2012-01,Noble Square,307400,307500,307100,308700,310000,310000,307400,306200,306600
2012-02,Noble Square,306200,307400,307500,307100,308700,310000,306200,306600,310100
2012-03,Noble Square,306600,306200,307400,307500,307100,308700,306600,310100,312500
2012-04,Noble Square,310100,306600,306200,307400,307500,307100,310100,312500,314600
2012-05,Noble Square,312500,310100,306600,306200,307400,307500,312500,314600,317900
2012-06,Noble Square,314600,312500,310100,306600,306200,307400,314600,317900,321900
2012-07,Noble Square,317900,314600,312500,310100,306600,306200,317900,321900,325300
2012-08,Noble Square,321900,317900,314600,312500,310100,306600,321900,325300,329300
2012-09,Noble Square,325300,321900,317900,314600,312500,310100,325300,329300,333200
2012-10,Noble Square,329300,325300,321900,317900,314600,312500,329300,333200,336200
2012-11,Noble Square,333200,329300,325300,321900,317900,314600,333200,336200,339100
2012-12,Noble Square,336200,333200,329300,325300,321900,317900,336200,339100,341500
2013-01,Noble Square,339100,336200,333200,329300,325300,321900,339100,341500,344500
2013-02,Noble Square,341500,339100,336200,333200,329300,325300,341500,344500,348500
2013-03,Noble Square,344500,341500,339100,336200,333200,329300,344500,348500,352600
2013-04,Noble Square,348500,344500,341500,339100,336200,333200,348500,352600,357400
2013-05,Noble Square,352600,348500,344500,341500,339100,336200,352600,357400,362500
2013-06,Noble Square,357400,352600,348500,344500,341500,339100,357400,362500,364300
2013-07,Noble Square,362500,357400,352600,348500,344500,341500,362500,364300,363400
2013-08,Noble Square,364300,362500,357400,352600,348500,344500,364300,363400,362600
2013-09,Noble Square,363400,364300,362500,357400,352600,348500,363400,362600,361600
2013-10,Noble Square,362600,363400,364300,362500,357400,352600,362600,361600,360900
2013-11,Noble Square,361600,362600,363400,364300,362500,357400,361600,360900,361300
2013-12,Noble Square,360900,361600,362600,363400,364300,362500,360900,361300,361800
2014-01,Noble Square,361300,360900,361600,362600,363400,364300,361300,361800,362400
2014-02,Noble Square,361800,361300,360900,361600,362600,363400,361800,362400,363800
2014-03,Noble Square,362400,361800,361300,360900,361600,362600,362400,363800,365700
2014-04,Noble Square,363800,362400,361800,361300,360900,361600,363800,365700,367100
2014-05,Noble Square,365700,363800,362400,361800,361300,360900,365700,367100,367700
2014-06,Noble Square,367100,365700,363800,362400,361800,361300,367100,367700,369900
2014-07,Noble Square,367700,367100,365700,363800,362400,361800,367700,369900,374100
2014-08,Noble Square,369900,367700,367100,365700,363800,362400,369900,374100,377200
2014-09,Noble Square,374100,369900,367700,367100,365700,363800,374100,377200,378400
2014-10,Noble Square,377200,374100,369900,367700,367100,365700,377200,378400,378700
2014-11,Noble Square,378400,377200,374100,369900,367700,367100,378400,378700,378300
2014-12,Noble Square,378700,378400,377200,374100,369900,367700,378700,378300,378600
2015-01,Noble Square,378300,378700,378400,377200,374100,369900,378300,378600,381400
2015-02,Noble Square,378600,378300,378700,378400,377200,374100,378600,381400,384800
2015-03,Noble Square,381400,378600,378300,378700,378400,377200,381400,384800,386900
2015-04,Noble Square,384800,381400,378600,378300,378700,378400,384800,386900,388000
2015-05,Noble Square,386900,384800,381400,378600,378300,378700,386900,388000,388400
2015-06,Noble Square,388000,386900,384800,381400,378600,378300,388000,388400,388000
2015-07,Noble Square,388400,388000,386900,384800,381400,378600,388400,388000,387600
2015-08,Noble Square,388000,388400,388000,386900,384800,381400,388000,387600,389200
2015-09,Noble Square,387600,388000,388400,388000,386900,384800,387600,389200,392100
2015-10,Noble Square,389200,387600,388000,388400,388000,386900,389200,392100,394300
2015-11,Noble Square,392100,389200,387600,388000,388400,388000,392100,394300,395700
2015-12,Noble Square,394300,392100,389200,387600,388000,388400,394300,395700,398900
2016-01,Noble Square,395700,394300,392100,389200,387600,388000,395700,398900,402500
2016-02,Noble Square,398900,395700,394300,392100,389200,387600,398900,402500,405200
2016-03,Noble Square,402500,398900,395700,394300,392100,389200,402500,405200,408100
2016-04,Noble Square,405200,402500,398900,395700,394300,392100,405200,408100,410800
2016-05,Noble Square,408100,405200,402500,398900,395700,394300,408100,410800,412900
2016-06,Noble Square,410800,408100,405200,402500,398900,395700,410800,412900,416900
2016-07,Noble Square,412900,410800,408100,405200,402500,398900,412900,416900,421200
2016-08,Noble Square,416900,412900,410800,408100,405200,402500,416900,421200,422900
2016-09,Noble Square,421200,416900,412900,410800,408100,405200,421200,422900,422800
2016-10,Noble Square,422900,421200,416900,412900,410800,408100,422900,422800,423100
2016-11,Noble Square,422800,422900,421200,416900,412900,410800,422800,423100,424000
2016-12,Noble Square,423100,422800,422900,421200,416900,412900,423100,424000,425200
2017-01,Noble Square,424000,423100,422800,422900,421200,416900,424000,425200,426100
2017-02,Noble Square,425200,424000,423100,422800,422900,421200,425200,426100,426200
2017-03,Noble Square,426100,425200,424000,423100,422800,422900,426100,426200,427700
2017-04,Noble Square,426200,426100,425200,424000,423100,422800,426200,427700,431100
2017-05,Noble Square,427700,426200,426100,425200,424000,423100,427700,431100,433200
2017-06,Noble Square,431100,427700,426200,426100,425200,424000,431100,433200,432400
2017-07,Noble Square,433200,431100,427700,426200,426100,425200,433200,432400,431300
2017-08,Noble Square,432400,433200,431100,427700,426200,426100,432400,431300,433000
2017-09,Noble Square,431300,432400,433200,431100,427700,426200,431300,433000,437400
2017-10,Noble Square,433000,431300,432400,433200,431100,427700,433000,437400,440400
2017-11,Noble Square,437400,433000,431300,432400,433200,431100,437400,440400,441600
2017-12,Noble Square,440400,437400,433000,431300,432400,433200,440400,441600,442000
2018-01,Noble Square,441600,440400,437400,433000,431300,432400,441600,442000,442500
2018-02,Noble Square,442000,441600,440400,437400,433000,431300,442000,442500,443300
2018-03,Noble Square,442500,442000,441600,440400,437400,433000,442500,443300,444200
2018-04,Noble Square,443300,442500,442000,441600,440400,437400,443300,444200,443500
2018-05,Noble Square,444200,443300,442500,442000,441600,440400,444200,443500,444200
2018-06,Noble Square,443500,444200,443300,442500,442000,441600,443500,444200,446400
2018-07,Noble Square,444200,443500,444200,443300,442500,442000,444200,446400,447800
2018-08,Noble Square,446400,444200,443500,444200,443300,442500,446400,447800,447600
2018-09,Noble Square,447800,446400,444200,443500,444200,443300,447800,447600,447200
2018-10,Noble Square,447600,447800,446400,444200,443500,444200,447600,447200,447700
2018-11,Noble Square,447200,447600,447800,446400,444200,443500,447200,447700,450000
2018-12,Noble Square,447700,447200,447600,447800,446400,444200,447700,450000,453300
2019-01,Noble Square,450000,447700,447200,447600,447800,446400,450000,453300,453600
2019-02,Noble Square,453300,450000,447700,447200,447600,447800,453300,453600,450800
2019-03,Noble Square,453600,453300,450000,447700,447200,447600,453600,450800,447300
2019-04,Noble Square,450800,453600,453300,450000,447700,447200,450800,447300,443300
2019-05,Noble Square,447300,450800,453600,453300,450000,447700,447300,443300,438400
2019-06,Noble Square,443300,447300,450800,453600,453300,450000,443300,438400,434100
2001-06,North Austin,126500,125600,124700,123700,122700,121600,126500,127400,128300
2001-07,North Austin,127400,126500,125600,124700,123700,122700,127400,128300,129200
2001-08,North Austin,128300,127400,126500,125600,124700,123700,128300,129200,130100
2001-09,North Austin,129200,128300,127400,126500,125600,124700,129200,130100,131000
2001-10,North Austin,130100,129200,128300,127400,126500,125600,130100,131000,131900
2001-11,North Austin,131000,130100,129200,128300,127400,126500,131000,131900,132900
2001-12,North Austin,131900,131000,130100,129200,128300,127400,131900,132900,134000
2002-01,North Austin,132900,131900,131000,130100,129200,128300,132900,134000,135100
2002-02,North Austin,134000,132900,131900,131000,130100,129200,134000,135100,136100
2002-03,North Austin,135100,134000,132900,131900,131000,130100,135100,136100,137100
2002-04,North Austin,136100,135100,134000,132900,131900,131000,136100,137100,138000
2002-05,North Austin,137100,136100,135100,134000,132900,131900,137100,138000,138900
2002-06,North Austin,138000,137100,136100,135100,134000,132900,138000,138900,139800
2002-07,North Austin,138900,138000,137100,136100,135100,134000,138900,139800,140800
2002-08,North Austin,139800,138900,138000,137100,136100,135100,139800,140800,141700
2002-09,North Austin,140800,139800,138900,138000,137100,136100,140800,141700,142900
2002-10,North Austin,141700,140800,139800,138900,138000,137100,141700,142900,144200
2002-11,North Austin,142900,141700,140800,139800,138900,138000,142900,144200,145200
2002-12,North Austin,144200,142900,141700,140800,139800,138900,144200,145200,145700
2003-01,North Austin,145200,144200,142900,141700,140800,139800,145200,145700,146000
2003-02,North Austin,145700,145200,144200,142900,141700,140800,145700,146000,146300
2003-03,North Austin,146000,145700,145200,144200,142900,141700,146000,146300,146500
2003-04,North Austin,146300,146000,145700,145200,144200,142900,146300,146500,146900
2003-05,North Austin,146500,146300,146000,145700,145200,144200,146500,146900,147700
2003-06,North Austin,146900,146500,146300,146000,145700,145200,146900,147700,148800
2003-07,North Austin,147700,146900,146500,146300,146000,145700,147700,148800,150200
2003-08,North Austin,148800,147700,146900,146500,146300,146000,148800,150200,151600
2003-09,North Austin,150200,148800,147700,146900,146500,146300,150200,151600,152700
2003-10,North Austin,151600,150200,148800,147700,146900,146500,151600,152700,153700
2003-11,North Austin,152700,151600,150200,148800,147700,146900,152700,153700,154800
2003-12,North Austin,153700,152700,151600,150200,148800,147700,153700,154800,156100
2004-01,North Austin,154800,153700,152700,151600,150200,148800,154800,156100,157700
2004-02,North Austin,156100,154800,153700,152700,151600,150200,156100,157700,159600
2004-03,North Austin,157700,156100,154800,153700,152700,151600,157700,159600,161700
2004-04,North Austin,159600,157700,156100,154800,153700,152700,159600,161700,163900
2004-05,North Austin,161700,159600,157700,156100,154800,153700,161700,163900,166000
2004-06,North Austin,163900,161700,159600,157700,156100,154800,163900,166000,167900
2004-07,North Austin,166000,163900,161700,159600,157700,156100,166000,167900,169600
2004-08,North Austin,167900,166000,163900,161700,159600,157700,167900,169600,171300
2004-09,North Austin,169600,167900,166000,163900,161700,159600,169600,171300,172900
2004-10,North Austin,171300,169600,167900,166000,163900,161700,171300,172900,174700
2004-11,North Austin,172900,171300,169600,167900,166000,163900,172900,174700,176900
2004-12,North Austin,174700,172900,171300,169600,167900,166000,174700,176900,179300
2005-01,North Austin,176900,174700,172900,171300,169600,167900,176900,179300,181900
2005-02,North Austin,179300,176900,174700,172900,171300,169600,179300,181900,184900
2005-03,North Austin,181900,179300,176900,174700,172900,171300,181900,184900,188000
2005-04,North Austin,184900,181900,179300,176900,174700,172900,184900,188000,191300
2005-05,North Austin,188000,184900,181900,179300,176900,174700,188000,191300,194700
2005-06,North Austin,191300,188000,184900,181900,179300,176900,191300,194700,198200
2005-07,North Austin,194700,191300,188000,184900,181900,179300,194700,198200,201800
2005-08,North Austin,198200,194700,191300,188000,184900,181900,198200,201800,205400
2005-09,North Austin,201800,198200,194700,191300,188000,184900,201800,205400,208800
2005-10,North Austin,205400,201800,198200,194700,191300,188000,205400,208800,211800
2005-11,North Austin,208800,205400,201800,198200,194700,191300,208800,211800,214300
2005-12,North Austin,211800,208800,205400,201800,198200,194700,211800,214300,216400
2006-01,North Austin,214300,211800,208800,205400,201800,198200,214300,216400,218500
2006-02,North Austin,216400,214300,211800,208800,205400,201800,216400,218500,220900
2006-03,North Austin,218500,216400,214300,211800,208800,205400,218500,220900,223300
2006-04,North Austin,220900,218500,216400,214300,211800,208800,220900,223300,225500
2006-05,North Austin,223300,220900,218500,216400,214300,211800,223300,225500,227700
2006-06,North Austin,225500,223300,220900,218500,216400,214300,225500,227700,229400
2006-07,North Austin,227700,225500,223300,220900,218500,216400,227700,229400,230800
2006-08,North Austin,229400,227700,225500,223300,220900,218500,229400,230800,232000
2006-09,North Austin,230800,229400,227700,225500,223300,220900,230800,232000,233100
2006-10,North Austin,232000,230800,229400,227700,225500,223300,232000,233100,234000
2006-11,North Austin,233100,232000,230800,229400,227700,225500,233100,234000,235000
2006-12,North Austin,234000,233100,232000,230800,229400,227700,234000,235000,235500
2007-01,North Austin,235000,234000,233100,232000,230800,229400,235000,235500,235300
2007-02,North Austin,235500,235000,234000,233100,232000,230800,235500,235300,234400
2007-03,North Austin,235300,235500,235000,234000,233100,232000,235300,234400,233100
2007-04,North Austin,234400,235300,235500,235000,234000,233100,234400,233100,231500
2007-05,North Austin,233100,234400,235300,235500,235000,234000,233100,231500,230400
2007-06,North Austin,231500,233100,234400,235300,235500,235000,231500,230400,229800
2007-07,North Austin,230400,231500,233100,234400,235300,235500,230400,229800,229900
2007-08,North Austin,229800,230400,231500,233100,234400,235300,229800,229900,230400
2007-09,North Austin,229900,229800,230400,231500,233100,234400,229900,230400,230800
2007-10,North Austin,230400,229900,229800,230400,231500,233100,230400,230800,230800
2007-11,North Austin,230800,230400,229900,229800,230400,231500,230800,230800,231000
2007-12,North Austin,230800,230800,230400,229900,229800,230400,230800,231000,230400
2008-01,North Austin,231000,230800,230800,230400,229900,229800,231000,230400,228800
2008-02,North Austin,230400,231000,230800,230800,230400,229900,230400,228800,226500
2008-03,North Austin,228800,230400,231000,230800,230800,230400,228800,226500,223800
2008-04,North Austin,226500,228800,230400,231000,230800,230800,226500,223800,220800
2008-05,North Austin,223800,226500,228800,230400,231000,230800,223800,220800,216900
2008-06,North Austin,220800,223800,226500,228800,230400,231000,220800,216900,211600
2008-07,North Austin,216900,220800,223800,226500,228800,230400,216900,211600,205800
2008-08,North Austin,211600,216900,220800,223800,226500,228800,211600,205800,200700
2008-09,North Austin,205800,211600,216900,220800,223800,226500,205800,200700,195300
2008-10,North Austin,200700,205800,211600,216900,220800,223800,200700,195300,189500
2008-11,North Austin,195300,200700,205800,211600,216900,220800,195300,189500,184100
2008-12,North Austin,189500,195300,200700,205800,211600,216900,189500,184100,178600
2009-01,North Austin,184100,189500,195300,200700,205800,211600,184100,178600,172300
2009-02,North Austin,178600,184100,189500,195300,200700,205800,178600,172300,165400
2009-03,North Austin,172300,178600,184100,189500,195300,200700,172300,165400,158500
2009-04,North Austin,165400,172300,178600,184100,189500,195300,165400,158500,151400
2009-05,North Austin,158500,165400,172300,178600,184100,189500,158500,151400,144500
2009-06,North Austin,151400,158500,165400,172300,178600,184100,151400,144500,138200
2009-07,North Austin,144500,151400,158500,165400,172300,178600,144500,138200,133500
2009-08,North Austin,138200,144500,151400,158500,165400,172300,138200,133500,130200
2009-09,North Austin,133500,138200,144500,151400,158500,165400,133500,130200,127500
2009-10,North Austin,130200,133500,138200,144500,151400,158500,130200,127500,125900
2009-11,North Austin,127500,130200,133500,138200,144500,151400,127500,125900,123800
2009-12,North Austin,125900,127500,130200,133500,138200,144500,125900,123800,122900
2010-01,North Austin,123800,125900,127500,130200,133500,138200,123800,122900,122500
2010-02,North Austin,122900,123800,125900,127500,130200,133500,122900,122500,122300
2010-03,North Austin,122500,122900,123800,125900,127500,130200,122500,122300,122500
2010-04,North Austin,122300,122500,122900,123800,125900,127500,122300,122500,124200
2010-05,North Austin,122500,122300,122500,122900,123800,125900,122500,124200,126000
2010-06,North Austin,124200,122500,122300,122500,122900,123800,124200,126000,129100
2010-07,North Austin,126000,124200,122500,122300,122500,122900,126000,129100,131500
2010-08,North Austin,129100,126000,124200,122500,122300,122500,129100,131500,131900
2010-09,North Austin,131500,129100,126000,124200,122500,122300,131500,131900,132200
2010-10,North Austin,131900,131500,129100,126000,124200,122500,131900,132200,133700
2010-11,North Austin,132200,131900,131500,129100,126000,124200,132200,133700,137000
2010-12,North Austin,133700,132200,131900,131500,129100,126000,133700,137000,140700
2011-01,North Austin,137000,133700,132200,131900,131500,129100,137000,140700,143000
2011-02,North Austin,140700,137000,133700,132200,131900,131500,140700,143000,144000
2011-03,North Austin,143000,140700,137000,133700,132200,131900,143000,144000,144400
2011-04,North Austin,144000,143000,140700,137000,133700,132200,144000,144400,144100
2011-05,North Austin,144400,144000,143000,140700,137000,133700,144400,144100,145300
2011-06,North Austin,144100,144400,144000,143000,140700,137000,144100,145300,146100
2011-07,North Austin,145300,144100,144400,144000,143000,140700,145300,146100,145900
2011-08,North Austin,146100,145300,144100,144400,144000,143000,146100,145900,145600
2011-09,North Austin,145900,146100,145300,144100,144400,144000,145900,145600,144500
2011-10,North Austin,145600,145900,146100,145300,144100,144400,145600,144500,141600
2011-11,North Austin,144500,145600,145900,146100,145300,144100,144500,141600,138900
2011-12,North Austin,141600,144500,145600,145900,146100,145300,141600,138900,136600
2012-01,North Austin,138900,141600,144500,145600,145900,146100,138900,136600,134500
2012-02,North Austin,136600,138900,141600,144500,145600,145900,136600,134500,132700
2012-03,North Austin,134500,136600,138900,141600,144500,145600,134500,132700,130000
2012-04,North Austin,132700,134500,136600,138900,141600,144500,132700,130000,126600
2012-05,North Austin,130000,132700,134500,136600,138900,141600,130000,126600,123700
2012-06,North Austin,126600,130000,132700,134500,136600,138900,126600,123700,122200
2012-07,North Austin,123700,126600,130000,132700,134500,136600,123700,122200,120900
2012-08,North Austin,122200,123700,126600,130000,132700,134500,122200,120900,118800
2012-09,North Austin,120900,122200,123700,126600,130000,132700,120900,118800,117500
2012-10,North Austin,118800,120900,122200,123700,126600,130000,118800,117500,117700
2012-11,North Austin,117500,118800,120900,122200,123700,126600,117500,117700,117200
2012-12,North Austin,117700,117500,118800,120900,122200,123700,117700,117200,115600
2013-01,North Austin,117200,117700,117500,118800,120900,122200,117200,115600,117000
2013-02,North Austin,115600,117200,117700,117500,118800,120900,115600,117000,120800
2013-03,North Austin,117000,115600,117200,117700,117500,118800,117000,120800,125000
2013-04,North Austin,120800,117000,115600,117200,117700,117500,120800,125000,127600
2013-05,North Austin,125000,120800,117000,115600,117200,117700,125000,127600,127200
2013-06,North Austin,127600,125000,120800,117000,115600,117200,127600,127200,124600
2013-07,North Austin,127200,127600,125000,120800,117000,115600,127200,124600,122600
2013-08,North Austin,124600,127200,127600,125000,120800,117000,124600,122600,122300
2013-09,North Austin,122600,124600,127200,127600,125000,120800,122600,122300,122600
2013-10,North Austin,122300,122600,124600,127200,127600,125000,122300,122600,120800
2013-11,North Austin,122600,122300,122600,124600,127200,127600,122600,120800,116800
2013-12,North Austin,120800,122600,122300,122600,124600,127200,120800,116800,113600
2014-01,North Austin,116800,120800,122600,122300,122600,124600,116800,113600,111500
2014-02,North Austin,113600,116800,120800,122600,122300,122600,113600,111500,109600
2014-03,North Austin,111500,113600,116800,120800,122600,122300,111500,109600,109500
2014-04,North Austin,109600,111500,113600,116800,120800,122600,109600,109500,111700
2014-05,North Austin,109500,109600,111500,113600,116800,120800,109500,111700,114100
2014-06,North Austin,111700,109500,109600,111500,113600,116800,111700,114100,116300
2014-07,North Austin,114100,111700,109500,109600,111500,113600,114100,116300,119700
2014-08,North Austin,116300,114100,111700,109500,109600,111500,116300,119700,122900
2014-09,North Austin,119700,116300,114100,111700,109500,109600,119700,122900,123600
2014-10,North Austin,122900,119700,116300,114100,111700,109500,122900,123600,124000
2014-11,North Austin,123600,122900,119700,116300,114100,111700,123600,124000,126000
2014-12,North Austin,124000,123600,122900,119700,116300,114100,124000,126000,128200
2015-01,North Austin,126000,124000,123600,122900,119700,116300,126000,128200,129900
2015-02,North Austin,128200,126000,124000,123600,122900,119700,128200,129900,133400
2015-03,North Austin,129900,128200,126000,124000,123600,122900,129900,133400,137900
2015-04,North Austin,133400,129900,128200,126000,124000,123600,133400,137900,141900
2015-05,North Austin,137900,133400,129900,128200,126000,124000,137900,141900,145100
2015-06,North Austin,141900,137900,133400,129900,128200,126000,141900,145100,148300
2015-07,North Austin,145100,141900,137900,133400,129900,128200,145100,148300,149400
2015-08,North Austin,148300,145100,141900,137900,133400,129900,148300,149400,148800
2015-09,North Austin,149400,148300,145100,141900,137900,133400,149400,148800,149300
2015-10,North Austin,148800,149400,148300,145100,141900,137900,148800,149300,150700
2015-11,North Austin,149300,148800,149400,148300,145100,141900,149300,150700,152200
2015-12,North Austin,150700,149300,148800,149400,148300,145100,150700,152200,153300
2016-01,North Austin,152200,150700,149300,148800,149400,148300,152200,153300,154400
2016-02,North Austin,153300,152200,150700,149300,148800,149400,153300,154400,155200
2016-03,North Austin,154400,153300,152200,150700,149300,148800,154400,155200,155600
2016-04,North Austin,155200,154400,153300,152200,150700,149300,155200,155600,155600
2016-05,North Austin,155600,155200,154400,153300,152200,150700,155600,155600,156200
2016-06,North Austin,155600,155600,155200,154400,153300,152200,155600,156200,157400
2016-07,North Austin,156200,155600,155600,155200,154400,153300,156200,157400,158400
2016-08,North Austin,157400,156200,155600,155600,155200,154400,157400,158400,160000
2016-09,North Austin,158400,157400,156200,155600,155600,155200,158400,160000,161200
2016-10,North Austin,160000,158400,157400,156200,155600,155600,160000,161200,162000
2016-11,North Austin,161200,160000,158400,157400,156200,155600,161200,162000,163000
2016-12,North Austin,162000,161200,160000,158400,157400,156200,162000,163000,163400
2017-01,North Austin,163000,162000,161200,160000,158400,157400,163000,163400,162100
2017-02,North Austin,163400,163000,162000,161200,160000,158400,163400,162100,159400
2017-03,North Austin,162100,163400,163000,162000,161200,160000,162100,159400,156100
2017-04,North Austin,159400,162100,163400,163000,162000,161200,159400,156100,152800
2017-05,North Austin,156100,159400,162100,163400,163000,162000,156100,152800,151000
2017-06,North Austin,152800,156100,159400,162100,163400,163000,152800,151000,149800
2017-07,North Austin,151000,152800,156100,159400,162100,163400,151000,149800,149300
2017-08,North Austin,149800,151000,152800,156100,159400,162100,149800,149300,151900
2017-09,North Austin,149300,149800,151000,152800,156100,159400,149300,151900,157900
2017-10,North Austin,151900,149300,149800,151000,152800,156100,151900,157900,165200
2017-11,North Austin,157900,151900,149300,149800,151000,152800,157900,165200,172200
2017-12,North Austin,165200,157900,151900,149300,149800,151000,165200,172200,177500
2018-01,North Austin,172200,165200,157900,151900,149300,149800,172200,177500,180200
2018-02,North Austin,177500,172200,165200,157900,151900,149300,177500,180200,180900
2018-03,North Austin,180200,177500,172200,165200,157900,151900,180200,180900,181800
2018-04,North Austin,180900,180200,177500,172200,165200,157900,180900,181800,183500
2018-05,North Austin,181800,180900,180200,177500,172200,165200,181800,183500,186200
2018-06,North Austin,183500,181800,180900,180200,177500,172200,183500,186200,188700
2018-07,North Austin,186200,183500,181800,180900,180200,177500,186200,188700,189800
2018-08,North Austin,188700,186200,183500,181800,180900,180200,188700,189800,188800
2018-09,North Austin,189800,188700,186200,183500,181800,180900,189800,188800,188400
2018-10,North Austin,188800,189800,188700,186200,183500,181800,188800,188400,188400
2018-11,North Austin,188400,188800,189800,188700,186200,183500,188400,188400,188800
2018-12,North Austin,188400,188400,188800,189800,188700,186200,188400,188800,191800
2019-01,North Austin,188800,188400,188400,188800,189800,188700,188800,191800,193700
2019-02,North Austin,191800,188800,188400,188400,188800,189800,191800,193700,192000
2019-03,North Austin,193700,191800,188800,188400,188400,188800,193700,192000,189100
2019-04,North Austin,192000,193700,191800,188800,188400,188400,192000,189100,188100
2019-05,North Austin,189100,192000,193700,191800,188800,188400,189100,188100,187500
2019-06,North Austin,188100,189100,192000,193700,191800,188800,188100,187500,186800
2001-06,North Park,225500,223100,220700,218200,215600,212800,225500,227800,230200
2001-07,North Park,227800,225500,223100,220700,218200,215600,227800,230200,232600
2001-08,North Park,230200,227800,225500,223100,220700,218200,230200,232600,234900
2001-09,North Park,232600,230200,227800,225500,223100,220700,232600,234900,237300
2001-10,North Park,234900,232600,230200,227800,225500,223100,234900,237300,239800
2001-11,North Park,237300,234900,232600,230200,227800,225500,237300,239800,242200
2001-12,North Park,239800,237300,234900,232600,230200,227800,239800,242200,244400
2002-01,North Park,242200,239800,237300,234900,232600,230200,242200,244400,246300
2002-02,North Park,244400,242200,239800,237300,234900,232600,244400,246300,248100
2002-03,North Park,246300,244400,242200,239800,237300,234900,246300,248100,249600
2002-04,North Park,248100,246300,244400,242200,239800,237300,248100,249600,251100
2002-05,North Park,249600,248100,246300,244400,242200,239800,249600,251100,252700
2002-06,North Park,251100,249600,248100,246300,244400,242200,251100,252700,254200
2002-07,North Park,252700,251100,249600,248100,246300,244400,252700,254200,255900
2002-08,North Park,254200,252700,251100,249600,248100,246300,254200,255900,257800
2002-09,North Park,255900,254200,252700,251100,249600,248100,255900,257800,259400
2002-10,North Park,257800,255900,254200,252700,251100,249600,257800,259400,260800
2002-11,North Park,259400,257800,255900,254200,252700,251100,259400,260800,262200
2002-12,North Park,260800,259400,257800,255900,254200,252700,260800,262200,263700
2003-01,North Park,262200,260800,259400,257800,255900,254200,262200,263700,265200
2003-02,North Park,263700,262200,260800,259400,257800,255900,263700,265200,267100
2003-03,North Park,265200,263700,262200,260800,259400,257800,265200,267100,269400
2003-04,North Park,267100,265200,263700,262200,260800,259400,267100,269400,272300
2003-05,North Park,269400,267100,265200,263700,262200,260800,269400,272300,275200
2003-06,North Park,272300,269400,267100,265200,263700,262200,272300,275200,278000
2003-07,North Park,275200,272300,269400,267100,265200,263700,275200,278000,280400
2003-08,North Park,278000,275200,272300,269400,267100,265200,278000,280400,282400
2003-09,North Park,280400,278000,275200,272300,269400,267100,280400,282400,284100
2003-10,North Park,282400,280400,278000,275200,272300,269400,282400,284100,285800
2003-11,North Park,284100,282400,280400,278000,275200,272300,284100,285800,287700
2003-12,North Park,285800,284100,282400,280400,278000,275200,285800,287700,290400
2004-01,North Park,287700,285800,284100,282400,280400,278000,287700,290400,294200
2004-02,North Park,290400,287700,285800,284100,282400,280400,290400,294200,298600
2004-03,North Park,294200,290400,287700,285800,284100,282400,294200,298600,303100
2004-04,North Park,298600,294200,290400,287700,285800,284100,298600,303100,307700
2004-05,North Park,303100,298600,294200,290400,287700,285800,303100,307700,312200
2004-06,North Park,307700,303100,298600,294200,290400,287700,307700,312200,316700
2004-07,North Park,312200,307700,303100,298600,294200,290400,312200,316700,321300
2004-08,North Park,316700,312200,307700,303100,298600,294200,316700,321300,326200
2004-09,North Park,321300,316700,312200,307700,303100,298600,321300,326200,331200
2004-10,North Park,326200,321300,316700,312200,307700,303100,326200,331200,336500
2004-11,North Park,331200,326200,321300,316700,312200,307700,331200,336500,341600
2004-12,North Park,336500,331200,326200,321300,316700,312200,336500,341600,346100
2005-01,North Park,341600,336500,331200,326200,321300,316700,341600,346100,350200
2005-02,North Park,346100,341600,336500,331200,326200,321300,346100,350200,354100
2005-03,North Park,350200,346100,341600,336500,331200,326200,350200,354100,357600
2005-04,North Park,354100,350200,346100,341600,336500,331200,354100,357600,360600
2005-05,North Park,357600,354100,350200,346100,341600,336500,357600,360600,363100
2005-06,North Park,360600,357600,354100,350200,346100,341600,360600,363100,364900
2005-07,North Park,363100,360600,357600,354100,350200,346100,363100,364900,366100
2005-08,North Park,364900,363100,360600,357600,354100,350200,364900,366100,367300
2005-09,North Park,366100,364900,363100,360600,357600,354100,366100,367300,368500
