Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t0,ZHVI_t1
2002-11,Scottsdale,153200,152100,151100,150100,153200,154400
2002-12,Scottsdale,154400,153200,152100,151100,154400,155900
2003-01,Scottsdale,155900,154400,153200,152100,155900,157700
2003-02,Scottsdale,157700,155900,154400,153200,157700,159400
2003-03,Scottsdale,159400,157700,155900,154400,159400,161300
2003-04,Scottsdale,161300,159400,157700,155900,161300,163100
2003-05,Scottsdale,163100,161300,159400,157700,163100,165000
2003-06,Scottsdale,165000,163100,161300,159400,165000,167100
2003-07,Scottsdale,167100,165000,163100,161300,167100,169300
2003-08,Scottsdale,169300,167100,165000,163100,169300,171400
2003-09,Scottsdale,171400,169300,167100,165000,171400,173500
2003-10,Scottsdale,173500,171400,169300,167100,173500,175200
2003-11,Scottsdale,175200,173500,171400,169300,175200,176600
2003-12,Scottsdale,176600,175200,173500,171400,176600,177900
2004-01,Scottsdale,177900,176600,175200,173500,177900,179000
2004-02,Scottsdale,179000,177900,176600,175200,179000,180200
2004-03,Scottsdale,180200,179000,177900,176600,180200,181600
2004-04,Scottsdale,181600,180200,179000,177900,181600,183300
2004-05,Scottsdale,183300,181600,180200,179000,183300,185400
2004-06,Scottsdale,185400,183300,181600,180200,185400,188100
2004-07,Scottsdale,188100,185400,183300,181600,188100,191000
2004-08,Scottsdale,191000,188100,185400,183300,191000,194000
2004-09,Scottsdale,194000,191000,188100,185400,194000,196800
2004-10,Scottsdale,196800,194000,191000,188100,196800,199500
2004-11,Scottsdale,199500,196800,194000,191000,199500,202100
2004-12,Scottsdale,202100,199500,196800,194000,202100,204600
2005-01,Scottsdale,204600,202100,199500,196800,204600,207000
2005-02,Scottsdale,207000,204600,202100,199500,207000,209700
2005-03,Scottsdale,209700,207000,204600,202100,209700,212800
2005-04,Scottsdale,212800,209700,207000,204600,212800,216000
2005-05,Scottsdale,216000,212800,209700,207000,216000,219100
2005-06,Scottsdale,219100,216000,212800,209700,219100,222100
2005-07,Scottsdale,222100,219100,216000,212800,222100,224900
2005-08,Scottsdale,224900,222100,219100,216000,224900,227400
2005-09,Scottsdale,227400,224900,222100,219100,227400,229600
2005-10,Scottsdale,229600,227400,224900,222100,229600,231800
2005-11,Scottsdale,231800,229600,227400,224900,231800,233800
2005-12,Scottsdale,233800,231800,229600,227400,233800,235600
2006-01,Scottsdale,235600,233800,231800,229600,235600,237100
2006-02,Scottsdale,237100,235600,233800,231800,237100,238400
2006-03,Scottsdale,238400,237100,235600,233800,238400,239200
2006-04,Scottsdale,239200,238400,237100,235600,239200,239500
2006-05,Scottsdale,239500,239200,238400,237100,239500,239200
2006-06,Scottsdale,239200,239500,239200,238400,239200,238500
2006-07,Scottsdale,238500,239200,239500,239200,238500,237800
2006-08,Scottsdale,237800,238500,239200,239500,237800,237400
2006-09,Scottsdale,237400,237800,238500,239200,237400,237400
2006-10,Scottsdale,237400,237400,237800,238500,237400,237700
2006-11,Scottsdale,237700,237400,237400,237800,237700,238100
2006-12,Scottsdale,238100,237700,237400,237400,238100,238500
2007-01,Scottsdale,238500,238100,237700,237400,238500,238500
2007-02,Scottsdale,238500,238500,238100,237700,238500,238400
2007-03,Scottsdale,238400,238500,238500,238100,238400,238000
2007-04,Scottsdale,238000,238400,238500,238500,238000,237300
2007-05,Scottsdale,237300,238000,238400,238500,237300,236700
2007-06,Scottsdale,236700,237300,238000,238400,236700,236400
2007-07,Scottsdale,236400,236700,237300,238000,236400,236200
2007-08,Scottsdale,236200,236400,236700,237300,236200,236000
2007-09,Scottsdale,236000,236200,236400,236700,236000,235400
2007-10,Scottsdale,235400,236000,236200,236400,235400,234100
2007-11,Scottsdale,234100,235400,236000,236200,234100,232000
2007-12,Scottsdale,232000,234100,235400,236000,232000,229500
2008-01,Scottsdale,229500,232000,234100,235400,229500,226800
2008-02,Scottsdale,226800,229500,232000,234100,226800,224200
2008-03,Scottsdale,224200,226800,229500,232000,224200,221500
2008-04,Scottsdale,221500,224200,226800,229500,221500,218600
2008-05,Scottsdale,218600,221500,224200,226800,218600,215500
2008-06,Scottsdale,215500,218600,221500,224200,215500,212100
2008-07,Scottsdale,212100,215500,218600,221500,212100,208700
2008-08,Scottsdale,208700,212100,215500,218600,208700,205600
2008-09,Scottsdale,205600,208700,212100,215500,205600,202700
2008-10,Scottsdale,202700,205600,208700,212100,202700,199800
2008-11,Scottsdale,199800,202700,205600,208700,199800,196600
2008-12,Scottsdale,196600,199800,202700,205600,196600,193500
2009-01,Scottsdale,193500,196600,199800,202700,193500,190500
2009-02,Scottsdale,190500,193500,196600,199800,190500,187200
2009-03,Scottsdale,187200,190500,193500,196600,187200,183600
2009-04,Scottsdale,183600,187200,190500,193500,183600,179700
2009-05,Scottsdale,179700,183600,187200,190500,179700,175600
2009-06,Scottsdale,175600,179700,183600,187200,175600,171400
2009-07,Scottsdale,171400,175600,179700,183600,171400,167600
2009-08,Scottsdale,167600,171400,175600,179700,167600,164400
2009-09,Scottsdale,164400,167600,171400,175600,164400,162100
2009-10,Scottsdale,162100,164400,167600,171400,162100,160500
2009-11,Scottsdale,160500,162100,164400,167600,160500,159700
2009-12,Scottsdale,159700,160500,162100,164400,159700,159600
2010-01,Scottsdale,159600,159700,160500,162100,159600,159900
2010-02,Scottsdale,159900,159600,159700,160500,159900,159500
2010-03,Scottsdale,159500,159900,159600,159700,159500,158300
2010-04,Scottsdale,158300,159500,159900,159600,158300,157500
2010-05,Scottsdale,157500,158300,159500,159900,157500,157200
2010-06,Scottsdale,157200,157500,158300,159500,157200,156200
2010-07,Scottsdale,156200,157200,157500,158300,156200,154900
2010-08,Scottsdale,154900,156200,157200,157500,154900,153200
2010-09,Scottsdale,153200,154900,156200,157200,153200,151500
2010-10,Scottsdale,151500,153200,154900,156200,151500,149900
2010-11,Scottsdale,149900,151500,153200,154900,149900,148000
2010-12,Scottsdale,148000,149900,151500,153200,148000,146300
2011-01,Scottsdale,146300,148000,149900,151500,146300,145200
2011-02,Scottsdale,145200,146300,148000,149900,145200,144100
2011-03,Scottsdale,144100,145200,146300,148000,144100,142400
2011-04,Scottsdale,142400,144100,145200,146300,142400,140800
2011-05,Scottsdale,140800,142400,144100,145200,140800,140000
2011-06,Scottsdale,140000,140800,142400,144100,140000,140100
2011-07,Scottsdale,140100,140000,140800,142400,140100,140900
2011-08,Scottsdale,140900,140100,140000,140800,140900,140900
2011-09,Scottsdale,140900,140900,140100,140000,140900,139300
2011-10,Scottsdale,139300,140900,140900,140100,139300,137000
2011-11,Scottsdale,137000,139300,140900,140900,137000,135400
2011-12,Scottsdale,135400,137000,139300,140900,135400,133400
2012-01,Scottsdale,133400,135400,137000,139300,133400,130800
2012-02,Scottsdale,130800,133400,135400,137000,130800,129000
2012-03,Scottsdale,129000,130800,133400,135400,129000,128500
2012-04,Scottsdale,128500,129000,130800,133400,128500,128200
2012-05,Scottsdale,128200,128500,129000,130800,128200,127800
2012-06,Scottsdale,127800,128200,128500,129000,127800,126800
2012-07,Scottsdale,126800,127800,128200,128500,126800,125800
2012-08,Scottsdale,125800,126800,127800,128200,125800,126000
2012-09,Scottsdale,126000,125800,126800,127800,126000,127800
2012-10,Scottsdale,127800,126000,125800,126800,127800,130800
2012-11,Scottsdale,130800,127800,126000,125800,130800,133700
2012-12,Scottsdale,133700,130800,127800,126000,133700,136000
2013-01,Scottsdale,136000,133700,130800,127800,136000,137400
2013-02,Scottsdale,137400,136000,133700,130800,137400,138900
2013-03,Scottsdale,138900,137400,136000,133700,138900,141500
2013-04,Scottsdale,141500,138900,137400,136000,141500,144400
2013-05,Scottsdale,144400,141500,138900,137400,144400,146600
2013-06,Scottsdale,146600,144400,141500,138900,146600,148400
2013-07,Scottsdale,148400,146600,144400,141500,148400,148400
2013-08,Scottsdale,148400,148400,146600,144400,148400,147300
2013-09,Scottsdale,147300,148400,148400,146600,147300,145600
2013-10,Scottsdale,145600,147300,148400,148400,145600,143200
2013-11,Scottsdale,143200,145600,147300,148400,143200,141100
2013-12,Scottsdale,141100,143200,145600,147300,141100,140400
2014-01,Scottsdale,140400,141100,143200,145600,140400,140000
2014-02,Scottsdale,140000,140400,141100,143200,140000,139500
2014-03,Scottsdale,139500,140000,140400,141100,139500,139500
2014-04,Scottsdale,139500,139500,140000,140400,139500,139900
2014-05,Scottsdale,139900,139500,139500,140000,139900,140300
2014-06,Scottsdale,140300,139900,139500,139500,140300,142100
2014-07,Scottsdale,142100,140300,139900,139500,142100,144900
2014-08,Scottsdale,144900,142100,140300,139900,144900,146900
2014-09,Scottsdale,146900,144900,142100,140300,146900,147700
2014-10,Scottsdale,147700,146900,144900,142100,147700,148200
2014-11,Scottsdale,148200,147700,146900,144900,148200,148800
2014-12,Scottsdale,148800,148200,147700,146900,148800,149800
2015-01,Scottsdale,149800,148800,148200,147700,149800,151900
2015-02,Scottsdale,151900,149800,148800,148200,151900,154500
2015-03,Scottsdale,154500,151900,149800,148800,154500,156400
2015-04,Scottsdale,156400,154500,151900,149800,156400,157800
2015-05,Scottsdale,157800,156400,154500,151900,157800,159300
2015-06,Scottsdale,159300,157800,156400,154500,159300,160500
2015-07,Scottsdale,160500,159300,157800,156400,160500,161200
2015-08,Scottsdale,161200,160500,159300,157800,161200,162000
2015-09,Scottsdale,162000,161200,160500,159300,162000,163300
2015-10,Scottsdale,163300,162000,161200,160500,163300,165000
2015-11,Scottsdale,165000,163300,162000,161200,165000,166300
2015-12,Scottsdale,166300,165000,163300,162000,166300,166800
2016-01,Scottsdale,166800,166300,165000,163300,166800,167000
2016-02,Scottsdale,167000,166800,166300,165000,167000,167100
2016-03,Scottsdale,167100,167000,166800,166300,167100,167000
2016-04,Scottsdale,167000,167100,167000,166800,167000,167000
2016-05,Scottsdale,167000,167000,167100,167000,167000,167100
2016-06,Scottsdale,167100,167000,167000,167100,167100,167000
2016-07,Scottsdale,167000,167100,167000,167000,167000,167000
2016-08,Scottsdale,167000,167000,167100,167000,167000,168000
2016-09,Scottsdale,168000,167000,167000,167100,168000,169500
2016-10,Scottsdale,169500,168000,167000,167000,169500,171300
2016-11,Scottsdale,171300,169500,168000,167000,171300,172900
2016-12,Scottsdale,172900,171300,169500,168000,172900,173600
2017-01,Scottsdale,173600,172900,171300,169500,173600,174200
2017-02,Scottsdale,174200,173600,172900,171300,174200,175900
2017-03,Scottsdale,175900,174200,173600,172900,175900,177800
2017-04,Scottsdale,177800,175900,174200,173600,177800,179300
2017-05,Scottsdale,179300,177800,175900,174200,179300,180300
2017-06,Scottsdale,180300,179300,177800,175900,180300,181200
2017-07,Scottsdale,181200,180300,179300,177800,181200,182600
2017-08,Scottsdale,182600,181200,180300,179300,182600,183900
2017-09,Scottsdale,183900,182600,181200,180300,183900,185100
2017-10,Scottsdale,185100,183900,182600,181200,185100,186000
2017-11,Scottsdale,186000,185100,183900,182600,186000,186700
2017-12,Scottsdale,186700,186000,185100,183900,186700,187300
2018-01,Scottsdale,187300,186700,186000,185100,187300,188200
2018-02,Scottsdale,188200,187300,186700,186000,188200,188600
2018-03,Scottsdale,188600,188200,187300,186700,188600,188100
2018-04,Scottsdale,188100,188600,188200,187300,188100,187300
2018-05,Scottsdale,187300,188100,188600,188200,187300,187000
2018-06,Scottsdale,187000,187300,188100,188600,187000,187100
2018-07,Scottsdale,187100,187000,187300,188100,187100,187100
2018-08,Scottsdale,187100,187100,187000,187300,187100,187500
2018-09,Scottsdale,187500,187100,187100,187000,187500,188400
2018-10,Scottsdale,188400,187500,187100,187100,188400,189100
2018-11,Scottsdale,189100,188400,187500,187100,189100,189500
2018-12,Scottsdale,189500,189100,188400,187500,189500,190400
2019-01,Scottsdale,190400,189500,189100,188400,190400,192600
2019-02,Scottsdale,192600,190400,189500,189100,192600,193300
2019-03,Scottsdale,193300,192600,190400,189500,193300,192000
2019-04,Scottsdale,192000,193300,192600,190400,192000,190800
2019-05,Scottsdale,190800,192000,193300,192600,190800,189800
2019-06,Scottsdale,189800,190800,192000,193300,189800,188100
2019-07,Scottsdale,188100,189800,190800,192000,188100,187500
2001-04,The Gap,185800,184100,182500,181000,185800,187500
2001-05,The Gap,187500,185800,184100,182500,187500,189200
2001-06,The Gap,189200,187500,185800,184100,189200,190900
2001-07,The Gap,190900,189200,187500,185800,190900,192600
2001-08,The Gap,192600,190900,189200,187500,192600,194100
2001-09,The Gap,194100,192600,190900,189200,194100,195600
2001-10,The Gap,195600,194100,192600,190900,195600,197000
2001-11,The Gap,197000,195600,194100,192600,197000,198300
2001-12,The Gap,198300,197000,195600,194100,198300,199800
2002-01,The Gap,199800,198300,197000,195600,199800,201400
2002-02,The Gap,201400,199800,198300,197000,201400,203300
2002-03,The Gap,203300,201400,199800,198300,203300,205400
2002-04,The Gap,205400,203300,201400,199800,205400,207500
2002-05,The Gap,207500,205400,203300,201400,207500,209600
2002-06,The Gap,209600,207500,205400,203300,209600,211800
2002-07,The Gap,211800,209600,207500,205400,211800,213900
2002-08,The Gap,213900,211800,209600,207500,213900,215900
2002-09,The Gap,215900,213900,211800,209600,215900,217600
2002-10,The Gap,217600,215900,213900,211800,217600,219600
2002-11,The Gap,219600,217600,215900,213900,219600,221800
2002-12,The Gap,221800,219600,217600,215900,221800,223300
2003-01,The Gap,223300,221800,219600,217600,223300,223900
2003-02,The Gap,223900,223300,221800,219600,223900,223900
2003-03,The Gap,223900,223900,223300,221800,223900,223300
2003-04,The Gap,223300,223900,223900,223300,223300,222700
2003-05,The Gap,222700,223300,223900,223900,222700,222900
2003-06,The Gap,222900,222700,223300,223900,222900,224200
2003-07,The Gap,224200,222900,222700,223300,224200,226800
2003-08,The Gap,226800,224200,222900,222700,226800,230900
2003-09,The Gap,230900,226800,224200,222900,230900,236300
2003-10,The Gap,236300,230900,226800,224200,236300,242500
2003-11,The Gap,242500,236300,230900,226800,242500,248600
2003-12,The Gap,248600,242500,236300,230900,248600,254100
2004-01,The Gap,254100,248600,242500,236300,254100,258900
2004-02,The Gap,258900,254100,248600,242500,258900,263200
2004-03,The Gap,263200,258900,254100,248600,263200,267100
2004-04,The Gap,267100,263200,258900,254100,267100,270600
2004-05,The Gap,270600,267100,263200,258900,270600,273300
2004-06,The Gap,273300,270600,267100,263200,273300,275100
2004-07,The Gap,275100,273300,270600,267100,275100,276000
2004-08,The Gap,276000,275100,273300,270600,276000,275800
2004-09,The Gap,275800,276000,275100,273300,275800,274300
2004-10,The Gap,274300,275800,276000,275100,274300,271600
2004-11,The Gap,271600,274300,275800,276000,271600,269100
2004-12,The Gap,269100,271600,274300,275800,269100,267800
2005-01,The Gap,267800,269100,271600,274300,267800,268000
2005-02,The Gap,268000,267800,269100,271600,268000,269700
2005-03,The Gap,269700,268000,267800,269100,269700,272600
2005-04,The Gap,272600,269700,268000,267800,272600,276100
2005-05,The Gap,276100,272600,269700,268000,276100,279900
2005-06,The Gap,279900,276100,272600,269700,279900,283700
2005-07,The Gap,283700,279900,276100,272600,283700,286600
2005-08,The Gap,286600,283700,279900,276100,286600,288400
2005-09,The Gap,288400,286600,283700,279900,288400,289800
2005-10,The Gap,289800,288400,286600,283700,289800,291300
2005-11,The Gap,291300,289800,288400,286600,291300,293500
2005-12,The Gap,293500,291300,289800,288400,293500,296000
2006-01,The Gap,296000,293500,291300,289800,296000,298000
2006-02,The Gap,298000,296000,293500,291300,298000,299500
2006-03,The Gap,299500,298000,296000,293500,299500,300000
2006-04,The Gap,300000,299500,298000,296000,300000,298800
2006-05,The Gap,298800,300000,299500,298000,298800,296300
2006-06,The Gap,296300,298800,300000,299500,296300,293800
2006-07,The Gap,293800,296300,298800,300000,293800,292600
2006-08,The Gap,292600,293800,296300,298800,292600,292900
2006-09,The Gap,292900,292600,293800,296300,292900,294600
2006-10,The Gap,294600,292900,292600,293800,294600,296700
2006-11,The Gap,296700,294600,292900,292600,296700,298900
2006-12,The Gap,298900,296700,294600,292900,298900,300600
2007-01,The Gap,300600,298900,296700,294600,300600,301100
2007-02,The Gap,301100,300600,298900,296700,301100,301300
2007-03,The Gap,301300,301100,300600,298900,301300,301400
2007-04,The Gap,301400,301300,301100,300600,301400,300800
2007-05,The Gap,300800,301400,301300,301100,300800,299600
2007-06,The Gap,299600,300800,301400,301300,299600,298700
2007-07,The Gap,298700,299600,300800,301400,298700,297900
2007-08,The Gap,297900,298700,299600,300800,297900,297200
2007-09,The Gap,297200,297900,298700,299600,297200,296800
2007-10,The Gap,296800,297200,297900,298700,296800,296100
2007-11,The Gap,296100,296800,297200,297900,296100,294800
2007-12,The Gap,294800,296100,296800,297200,294800,292900
2008-01,The Gap,292900,294800,296100,296800,292900,290300
2008-02,The Gap,290300,292900,294800,296100,290300,287800
2008-03,The Gap,287800,290300,292900,294800,287800,285900
2008-04,The Gap,285900,287800,290300,292900,285900,283600
2008-05,The Gap,283600,285900,287800,290300,283600,281700
2008-06,The Gap,281700,283600,285900,287800,281700,280300
2008-07,The Gap,280300,281700,283600,285900,280300,278800
2008-08,The Gap,278800,280300,281700,283600,278800,277200
2008-09,The Gap,277200,278800,280300,281700,277200,276000
2008-10,The Gap,276000,277200,278800,280300,276000,274400
2008-11,The Gap,274400,276000,277200,278800,274400,272500
2008-12,The Gap,272500,274400,276000,277200,272500,270700
2009-01,The Gap,270700,272500,274400,276000,270700,268700
2009-02,The Gap,268700,270700,272500,274400,268700,266400
2009-03,The Gap,266400,268700,270700,272500,266400,263800
2009-04,The Gap,263800,266400,268700,270700,263800,260400
2009-05,The Gap,260400,263800,266400,268700,260400,256400
2009-06,The Gap,256400,260400,263800,266400,256400,252600
2009-07,The Gap,252600,256400,260400,263800,252600,249400
2009-08,The Gap,249400,252600,256400,260400,249400,247200
2009-09,The Gap,247200,249400,252600,256400,247200,246000
2009-10,The Gap,246000,247200,249400,252600,246000,245700
2009-11,The Gap,245700,246000,247200,249400,245700,243300
2009-12,The Gap,243300,245700,246000,247200,243300,242200
2010-01,The Gap,242200,243300,245700,246000,242200,244900
2010-02,The Gap,244900,242200,243300,245700,244900,244700
2010-03,The Gap,244700,244900,242200,243300,244700,240700
2010-04,The Gap,240700,244700,244900,242200,240700,241200
2010-05,The Gap,241200,240700,244700,244900,241200,245400
2010-06,The Gap,245400,241200,240700,244700,245400,247000
2010-07,The Gap,247000,245400,241200,240700,247000,246900
2010-08,The Gap,246900,247000,245400,241200,246900,246300
2010-09,The Gap,246300,246900,247000,245400,246300,244500
2010-10,The Gap,244500,246300,246900,247000,244500,241900
2010-11,The Gap,241900,244500,246300,246900,241900,239000
2010-12,The Gap,239000,241900,244500,246300,239000,237100
2011-01,The Gap,237100,239000,241900,244500,237100,235700
2011-02,The Gap,235700,237100,239000,241900,235700,234500
2011-03,The Gap,234500,235700,237100,239000,234500,232700
2011-04,The Gap,232700,234500,235700,237100,232700,230500
2011-05,The Gap,230500,232700,234500,235700,230500,226200
2011-06,The Gap,226200,230500,232700,234500,226200,221000
2011-07,The Gap,221000,226200,230500,232700,221000,216500
2011-08,The Gap,216500,221000,226200,230500,216500,212300
2011-09,The Gap,212300,216500,221000,226200,212300,206900
2011-10,The Gap,206900,212300,216500,221000,206900,202900
2011-11,The Gap,202900,206900,212300,216500,202900,203500
2011-12,The Gap,203500,202900,206900,212300,203500,203900
2012-01,The Gap,203900,203500,202900,206900,203900,200400
2012-02,The Gap,200400,203900,203500,202900,200400,196600
2012-03,The Gap,196600,200400,203900,203500,196600,194900
2012-04,The Gap,194900,196600,200400,203900,194900,193200
2012-05,The Gap,193200,194900,196600,200400,193200,191700
2012-06,The Gap,191700,193200,194900,196600,191700,192000
2012-07,The Gap,192000,191700,193200,194900,192000,193600
2012-08,The Gap,193600,192000,191700,193200,193600,194700
2012-09,The Gap,194700,193600,192000,191700,194700,195300
2012-10,The Gap,195300,194700,193600,192000,195300,196200
2012-11,The Gap,196200,195300,194700,193600,196200,196100
2012-12,The Gap,196100,196200,195300,194700,196100,194900
2013-01,The Gap,194900,196100,196200,195300,194900,194600
2013-02,The Gap,194600,194900,196100,196200,194600,197100
2013-03,The Gap,197100,194600,194900,196100,197100,200300
2013-04,The Gap,200300,197100,194600,194900,200300,201900
2013-05,The Gap,201900,200300,197100,194600,201900,204400
2013-06,The Gap,204400,201900,200300,197100,204400,209300
2013-07,The Gap,209300,204400,201900,200300,209300,212800
2013-08,The Gap,212800,209300,204400,201900,212800,214700
2013-09,The Gap,214700,212800,209300,204400,214700,214000
2013-10,The Gap,214000,214700,212800,209300,214000,210900
2013-11,The Gap,210900,214000,214700,212800,210900,208700
2013-12,The Gap,208700,210900,214000,214700,208700,208600
2014-01,The Gap,208600,208700,210900,214000,208600,208300
2014-02,The Gap,208300,208600,208700,210900,208300,208900
2014-03,The Gap,208900,208300,208600,208700,208900,211200
2014-04,The Gap,211200,208900,208300,208600,211200,214200
2014-05,The Gap,214200,211200,208900,208300,214200,216300
2014-06,The Gap,216300,214200,211200,208900,216300,216200
2014-07,The Gap,216200,216300,214200,211200,216200,214100
2014-08,The Gap,214100,216200,216300,214200,214100,212100
2014-09,The Gap,212100,214100,216200,216300,212100,212300
2014-10,The Gap,212300,212100,214100,216200,212300,214300
2014-11,The Gap,214300,212300,212100,214100,214300,215900
2014-12,The Gap,215900,214300,212300,212100,215900,215700
2015-01,The Gap,215700,215900,214300,212300,215700,214700
2015-02,The Gap,214700,215700,215900,214300,214700,213300
2015-03,The Gap,213300,214700,215700,215900,213300,215100
2015-04,The Gap,215100,213300,214700,215700,215100,218800
2015-05,The Gap,218800,215100,213300,214700,218800,222900
2015-06,The Gap,222900,218800,215100,213300,222900,225000
2015-07,The Gap,225000,222900,218800,215100,225000,224900
2015-08,The Gap,224900,225000,222900,218800,224900,226600
2015-09,The Gap,226600,224900,225000,222900,226600,234500
2015-10,The Gap,234500,226600,224900,225000,234500,243000
2015-11,The Gap,243000,234500,226600,224900,243000,247400
2015-12,The Gap,247400,243000,234500,226600,247400,248700
2016-01,The Gap,248700,247400,243000,234500,248700,250400
2016-02,The Gap,250400,248700,247400,243000,250400,254400
2016-03,The Gap,254400,250400,248700,247400,254400,256500
2016-04,The Gap,256500,254400,250400,248700,256500,255300
2016-05,The Gap,255300,256500,254400,250400,255300,254300
2016-06,The Gap,254300,255300,256500,254400,254300,254700
2016-07,The Gap,254700,254300,255300,256500,254700,256800
2016-08,The Gap,256800,254700,254300,255300,256800,255800
2016-09,The Gap,255800,256800,254700,254300,255800,254500
2016-10,The Gap,254500,255800,256800,254700,254500,252800
2016-11,The Gap,252800,254500,255800,256800,252800,250800
2016-12,The Gap,250800,252800,254500,255800,250800,249800
2017-01,The Gap,249800,250800,252800,254500,249800,251600
2017-02,The Gap,251600,249800,250800,252800,251600,250700
2017-03,The Gap,250700,251600,249800,250800,250700,250600
2017-04,The Gap,250600,250700,251600,249800,250600,252900
2017-05,The Gap,252900,250600,250700,251600,252900,255400
2017-06,The Gap,255400,252900,250600,250700,255400,260300
2017-07,The Gap,260300,255400,252900,250600,260300,266700
2017-08,The Gap,266700,260300,255400,252900,266700,272000
2017-09,The Gap,272000,266700,260300,255400,272000,275400
2017-10,The Gap,275400,272000,266700,260300,275400,279600
2017-11,The Gap,279600,275400,272000,266700,279600,283000
2017-12,The Gap,283000,279600,275400,272000,283000,286300
2018-01,The Gap,286300,283000,279600,275400,286300,289400
2018-02,The Gap,289400,286300,283000,279600,289400,291100
2018-03,The Gap,291100,289400,286300,283000,291100,287800
2018-04,The Gap,287800,291100,289400,286300,287800,282500
2018-05,The Gap,282500,287800,291100,289400,282500,276000
2018-06,The Gap,276000,282500,287800,291100,276000,270600
2018-07,The Gap,270600,276000,282500,287800,270600,268500
2018-08,The Gap,268500,270600,276000,282500,268500,268900
2018-09,The Gap,268900,268500,270600,276000,268900,267400
2018-10,The Gap,267400,268900,268500,270600,267400,263900
2018-11,The Gap,263900,267400,268900,268500,263900,260900
2018-12,The Gap,260900,263900,267400,268900,260900,260000
2019-01,The Gap,260000,260900,263900,267400,260000,262200
2019-02,The Gap,262200,260000,260900,263900,262200,266200
2019-03,The Gap,266200,262200,260000,260900,266200,269800
2019-04,The Gap,269800,266200,262200,260000,269800,270600
2019-05,The Gap,270600,269800,266200,262200,270600,269100
2019-06,The Gap,269100,270600,269800,266200,269100,266600
2019-07,The Gap,266600,269100,270600,269800,266600,266800
2001-04,Ukrainian Village,268000,266000,263700,261400,268000,269900
2001-05,Ukrainian Village,269900,268000,266000,263700,269900,271700
2001-06,Ukrainian Village,271700,269900,268000,266000,271700,273500
2001-07,Ukrainian Village,273500,271700,269900,268000,273500,275300
2001-08,Ukrainian Village,275300,273500,271700,269900,275300,277000
2001-09,Ukrainian Village,277000,275300,273500,271700,277000,278800
2001-10,Ukrainian Village,278800,277000,275300,273500,278800,280600
2001-11,Ukrainian Village,280600,278800,277000,275300,280600,282600
2001-12,Ukrainian Village,282600,280600,278800,277000,282600,284500
2002-01,Ukrainian Village,284500,282600,280600,278800,284500,286500
2002-02,Ukrainian Village,286500,284500,282600,280600,286500,288400
2002-03,Ukrainian Village,288400,286500,284500,282600,288400,290100
2002-04,Ukrainian Village,290100,288400,286500,284500,290100,291600
2002-05,Ukrainian Village,291600,290100,288400,286500,291600,293100
2002-06,Ukrainian Village,293100,291600,290100,288400,293100,294600
2002-07,Ukrainian Village,294600,293100,291600,290100,294600,295900
2002-08,Ukrainian Village,295900,294600,293100,291600,295900,297300
2002-09,Ukrainian Village,297300,295900,294600,293100,297300,298800
2002-10,Ukrainian Village,298800,297300,295900,294600,298800,300100
2002-11,Ukrainian Village,300100,298800,297300,295900,300100,300900
2002-12,Ukrainian Village,300900,300100,298800,297300,300900,301400
2003-01,Ukrainian Village,301400,300900,300100,298800,301400,301900
2003-02,Ukrainian Village,301900,301400,300900,300100,301900,302400
2003-03,Ukrainian Village,302400,301900,301400,300900,302400,303100
2003-04,Ukrainian Village,303100,302400,301900,301400,303100,303800
2003-05,Ukrainian Village,303800,303100,302400,301900,303800,304500
2003-06,Ukrainian Village,304500,303800,303100,302400,304500,305200
2003-07,Ukrainian Village,305200,304500,303800,303100,305200,305700
2003-08,Ukrainian Village,305700,305200,304500,303800,305700,306300
2003-09,Ukrainian Village,306300,305700,305200,304500,306300,307300
2003-10,Ukrainian Village,307300,306300,305700,305200,307300,308500
2003-11,Ukrainian Village,308500,307300,306300,305700,308500,310200
2003-12,Ukrainian Village,310200,308500,307300,306300,310200,312000
2004-01,Ukrainian Village,312000,310200,308500,307300,312000,313800
2004-02,Ukrainian Village,313800,312000,310200,308500,313800,315700
2004-03,Ukrainian Village,315700,313800,312000,310200,315700,318000
2004-04,Ukrainian Village,318000,315700,313800,312000,318000,320600
2004-05,Ukrainian Village,320600,318000,315700,313800,320600,323500
2004-06,Ukrainian Village,323500,320600,318000,315700,323500,326600
2004-07,Ukrainian Village,326600,323500,320600,318000,326600,329800
2004-08,Ukrainian Village,329800,326600,323500,320600,329800,333100
2004-09,Ukrainian Village,333100,329800,326600,323500,333100,336200
2004-10,Ukrainian Village,336200,333100,329800,326600,336200,339100
2004-11,Ukrainian Village,339100,336200,333100,329800,339100,341900
2004-12,Ukrainian Village,341900,339100,336200,333100,341900,344500
2005-01,Ukrainian Village,344500,341900,339100,336200,344500,346800
2005-02,Ukrainian Village,346800,344500,341900,339100,346800,348900
2005-03,Ukrainian Village,348900,346800,344500,341900,348900,351100
2005-04,Ukrainian Village,351100,348900,346800,344500,351100,353200
2005-05,Ukrainian Village,353200,351100,348900,346800,353200,355200
2005-06,Ukrainian Village,355200,353200,351100,348900,355200,357300
2005-07,Ukrainian Village,357300,355200,353200,351100,357300,359400
2005-08,Ukrainian Village,359400,357300,355200,353200,359400,361600
2005-09,Ukrainian Village,361600,359400,357300,355200,361600,363800
