Date,ZillowNeighborhood,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,PUBLIC INDECENCY,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL,CONCEALED CARRY LICENSE VIOLATION,HUMAN TRAFFICKING,ZHVI,TotalCrime
2010-12,University Village - Little Italy,0,6,17,8,0,13,3,4,0,0,1,0,0,1,10,10,0,0,0,9,0,1,0,1,0,0,21,1,0,0,0,0,0,0,233900,106.0
2011-01,University Village - Little Italy,0,11,13,1,1,12,6,5,0,1,0,0,0,0,7,16,0,0,0,5,0,1,0,7,0,0,28,1,0,0,0,0,0,0,232800,115.0
2011-02,University Village - Little Italy,0,6,20,7,0,12,4,2,0,0,0,0,0,0,7,13,0,0,0,5,0,0,0,2,0,0,27,0,0,0,0,0,0,0,231200,105.0
2011-03,University Village - Little Italy,0,12,29,3,0,9,7,6,0,0,0,0,0,0,10,14,0,0,0,11,0,0,0,4,0,0,14,0,0,0,0,0,0,0,228600,119.0
2011-04,University Village - Little Italy,0,7,32,1,0,16,4,3,3,1,0,0,0,0,8,10,0,0,0,11,0,2,0,8,0,0,42,0,0,0,0,0,0,0,226200,148.0
2011-05,University Village - Little Italy,0,6,29,2,0,14,12,8,3,0,0,0,1,0,8,10,0,2,0,7,0,1,0,7,0,0,40,1,0,0,0,0,0,0,225800,151.0
2011-06,University Village - Little Italy,0,5,35,18,1,18,3,6,1,0,0,0,0,0,12,11,0,1,0,5,0,2,0,4,3,0,52,2,0,0,0,0,0,0,224500,179.0
2011-07,University Village - Little Italy,0,10,29,16,1,17,2,5,0,1,0,0,0,0,13,8,0,1,0,9,0,5,0,5,1,0,32,0,0,0,0,0,0,0,221600,155.0
2011-08,University Village - Little Italy,0,9,21,14,0,19,4,7,2,1,1,1,0,0,10,6,0,1,0,11,0,1,0,8,0,0,46,2,0,0,0,0,0,0,218400,164.0
2011-09,University Village - Little Italy,0,12,27,7,0,14,3,3,1,0,2,0,0,0,8,9,0,1,0,3,0,2,0,9,1,0,48,0,0,0,0,0,0,0,216100,150.0
2011-10,University Village - Little Italy,0,12,26,6,1,21,4,6,2,0,1,0,0,0,7,9,0,1,0,8,0,3,0,7,0,0,59,0,0,0,0,0,0,0,213700,173.0
2011-11,University Village - Little Italy,0,7,21,9,0,9,3,8,2,0,0,0,0,0,8,4,0,1,0,7,0,3,0,6,1,1,32,0,0,0,0,0,0,0,211400,122.0
2011-12,University Village - Little Italy,0,5,21,6,1,16,4,4,2,0,0,0,0,0,9,7,0,3,0,5,0,3,0,9,0,0,30,0,0,0,0,0,0,0,209400,125.0
2012-01,University Village - Little Italy,0,5,19,6,0,11,8,5,0,0,1,0,0,0,3,9,0,4,0,6,0,4,0,6,1,0,24,1,0,0,0,0,0,0,206200,113.0
2012-02,University Village - Little Italy,0,9,31,1,0,11,7,4,0,0,0,0,0,1,5,8,0,1,0,5,0,1,0,1,0,0,20,0,0,0,0,0,0,0,202100,105.0
2012-03,University Village - Little Italy,0,12,18,5,1,15,5,10,1,0,0,0,0,0,5,7,0,2,0,4,0,2,0,6,0,0,23,2,0,0,0,0,0,0,198900,118.0
2012-04,University Village - Little Italy,0,4,25,4,0,14,6,5,1,0,0,1,0,0,9,12,0,1,0,12,0,3,0,15,0,0,18,0,0,0,0,0,0,0,198200,130.0
2012-05,University Village - Little Italy,0,10,33,5,2,20,13,6,1,2,0,0,1,0,10,4,1,1,0,8,0,1,0,8,1,0,28,1,0,0,0,0,0,0,198600,156.0
2012-06,University Village - Little Italy,0,11,19,6,0,23,7,4,2,2,0,0,0,0,6,22,0,2,0,7,0,5,0,9,0,0,43,0,0,0,0,0,0,0,201100,168.0
2012-07,University Village - Little Italy,0,11,26,8,0,18,7,6,2,0,1,0,0,0,5,13,0,1,0,10,0,3,0,6,0,0,38,0,0,0,0,0,0,0,205600,155.0
2012-08,University Village - Little Italy,0,12,27,5,2,9,13,5,2,1,3,0,0,0,5,9,0,2,0,8,0,2,0,7,0,0,44,1,0,0,0,0,0,0,209300,157.0
2012-09,University Village - Little Italy,0,12,20,11,0,13,9,5,2,0,1,0,0,0,3,7,0,1,0,2,0,4,0,1,1,0,38,0,0,0,0,0,0,0,208500,130.0
2012-10,University Village - Little Italy,0,10,16,5,0,19,10,3,1,1,0,0,0,0,8,9,0,0,0,8,0,2,0,9,0,0,32,1,0,0,0,0,0,0,205100,134.0
2012-11,University Village - Little Italy,0,6,21,4,4,13,5,7,1,0,0,0,0,1,5,9,0,0,0,7,0,1,0,6,0,0,37,1,0,0,0,0,0,0,202500,128.0
2012-12,University Village - Little Italy,0,6,17,3,0,6,3,5,0,1,0,0,0,0,2,3,0,0,0,7,0,1,0,5,1,0,27,1,0,0,0,0,0,0,202000,88.0
2013-01,University Village - Little Italy,0,10,19,0,0,15,4,5,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,9,0,0,29,0,0,0,0,0,0,0,203300,103.0
2013-02,University Village - Little Italy,0,16,18,0,0,3,0,5,0,0,0,0,0,0,4,6,0,2,0,3,0,1,0,3,0,0,30,0,0,0,0,0,0,0,205300,91.0
2013-03,University Village - Little Italy,0,6,24,2,0,4,0,4,0,1,0,0,0,0,6,10,0,0,0,8,0,2,0,0,0,1,25,1,0,0,0,0,0,0,206700,94.0
2013-04,University Village - Little Italy,0,13,19,2,0,12,6,1,0,1,1,0,0,0,1,15,0,0,0,8,0,0,0,4,0,0,24,1,0,0,0,0,0,0,208800,108.0
2013-05,University Village - Little Italy,0,12,24,8,3,19,8,6,0,0,0,0,0,0,4,10,0,2,0,6,0,5,0,4,0,0,35,2,0,0,0,0,0,0,213700,148.0
2013-06,University Village - Little Italy,0,13,23,12,0,10,9,6,0,0,1,1,0,0,2,9,0,2,0,8,0,0,0,6,0,0,37,0,0,0,0,0,0,0,220500,139.0
2013-07,University Village - Little Italy,0,4,21,4,0,8,13,7,1,1,1,0,0,0,10,6,0,0,0,5,0,3,0,6,0,0,44,2,0,0,0,0,0,0,226300,136.0
2013-08,University Village - Little Italy,0,10,27,3,0,13,14,3,0,0,0,0,0,0,8,10,0,0,0,8,0,2,0,3,0,0,31,0,0,0,0,0,0,0,230600,132.0
2013-09,University Village - Little Italy,0,9,16,7,0,12,9,8,2,1,0,0,0,1,4,5,0,1,0,5,0,0,0,3,0,0,37,3,0,0,0,0,0,0,236000,123.0
2013-10,University Village - Little Italy,0,10,21,2,0,14,10,9,0,0,0,0,0,2,5,3,0,2,0,3,0,2,0,7,0,0,34,0,0,0,0,0,0,0,242800,124.0
2013-11,University Village - Little Italy,0,5,19,5,2,6,2,11,0,0,0,0,0,0,4,9,0,2,0,5,0,0,0,4,0,0,25,0,0,0,0,0,0,0,249100,99.0
2013-12,University Village - Little Italy,0,4,22,6,0,6,4,6,0,0,0,0,0,1,8,2,0,0,0,2,0,1,0,7,0,0,34,1,0,0,0,0,0,0,257500,104.0
2014-01,University Village - Little Italy,0,3,19,2,0,5,3,6,0,0,0,0,0,0,2,5,0,1,0,8,0,0,0,2,0,0,22,0,0,0,0,0,0,0,261900,78.0
2014-02,University Village - Little Italy,0,6,12,2,0,4,5,4,0,1,0,1,0,0,2,8,0,1,0,8,0,0,0,4,0,0,24,2,0,0,0,0,0,0,261300,84.0
2014-03,University Village - Little Italy,0,14,15,2,1,10,9,9,0,0,0,0,0,1,4,5,0,0,0,8,0,0,0,3,0,0,31,0,0,0,0,0,1,0,264000,113.0
2014-04,University Village - Little Italy,0,7,18,2,0,11,8,8,0,0,1,0,0,0,4,7,0,1,0,7,0,0,0,2,0,0,25,1,0,0,0,0,0,0,263100,102.0
2014-05,University Village - Little Italy,0,8,20,1,1,10,5,3,0,0,1,0,0,0,3,8,0,0,0,6,0,2,0,2,1,0,34,0,0,0,0,0,0,0,256100,105.0
2014-06,University Village - Little Italy,0,6,23,5,0,4,9,3,1,0,0,0,0,0,3,7,0,1,0,4,0,0,0,2,1,0,32,0,0,0,0,0,0,0,250200,101.0
2014-07,University Village - Little Italy,0,9,20,4,0,10,4,6,0,0,0,0,0,0,3,10,0,0,0,6,0,0,0,7,1,0,40,0,0,0,0,0,0,0,246500,120.0
2014-08,University Village - Little Italy,0,9,18,7,0,8,10,6,1,0,1,1,0,1,3,11,0,3,0,3,0,3,0,2,1,0,34,0,0,0,0,0,0,0,243800,122.0
2014-09,University Village - Little Italy,0,9,17,5,1,12,7,6,0,0,1,0,0,0,1,2,0,1,0,11,0,0,0,1,0,0,45,0,0,0,0,0,0,0,244300,119.0
2014-10,University Village - Little Italy,0,9,23,0,0,14,7,9,0,0,1,0,0,1,1,2,0,2,0,5,0,1,0,3,1,0,55,1,0,0,0,0,0,0,244200,135.0
2014-11,University Village - Little Italy,0,5,23,2,0,8,3,5,0,0,0,0,0,0,3,2,3,0,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,0,243900,90.0
2014-12,University Village - Little Italy,0,2,20,9,1,13,4,12,0,0,0,0,0,0,4,0,1,0,0,9,0,1,0,4,1,0,26,1,0,0,0,0,0,0,243000,108.0
2015-01,University Village - Little Italy,0,5,19,3,1,7,2,9,0,0,1,0,0,0,4,2,0,1,0,3,0,0,0,4,1,0,8,0,0,0,0,0,0,0,242800,70.0
2015-02,University Village - Little Italy,0,3,16,0,0,10,3,13,0,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,1,0,7,1,0,0,0,0,0,0,243800,63.0
2015-03,University Village - Little Italy,0,5,11,4,0,10,7,2,0,0,0,0,0,0,2,7,0,1,0,6,0,0,0,1,0,0,29,0,0,0,0,0,0,0,246200,85.0
2015-04,University Village - Little Italy,0,8,20,3,0,17,7,12,0,1,0,0,0,0,2,4,0,2,0,5,0,2,0,2,0,0,32,2,0,0,0,0,0,0,251100,119.0
2015-05,University Village - Little Italy,0,12,17,5,0,16,8,9,0,2,0,0,0,0,1,6,0,0,0,14,0,0,0,3,0,0,22,1,0,0,0,0,0,0,256100,116.0
2015-06,University Village - Little Italy,0,8,16,10,3,10,5,7,0,0,0,0,0,0,3,5,0,0,0,3,2,0,0,2,1,0,27,1,0,0,0,0,0,0,258400,103.0
2015-07,University Village - Little Italy,0,7,23,10,0,14,6,9,0,0,0,0,0,1,4,4,0,0,0,6,1,0,0,6,1,0,37,0,0,0,0,0,0,0,258900,129.0
2015-08,University Village - Little Italy,0,6,21,13,1,12,6,8,0,1,0,0,0,0,3,5,0,1,0,6,0,2,0,6,0,0,30,1,0,0,0,0,0,0,257300,122.0
2015-09,University Village - Little Italy,0,3,20,11,2,17,2,6,0,0,0,0,0,0,6,4,0,1,0,9,0,1,0,3,0,0,32,0,0,0,0,0,0,1,257000,118.0
2015-10,University Village - Little Italy,0,5,23,7,0,20,0,5,1,0,0,0,0,0,8,8,0,1,0,3,0,2,0,3,1,0,37,0,0,0,0,0,0,0,259100,124.0
2015-11,University Village - Little Italy,0,4,22,5,0,14,2,7,0,0,1,0,0,0,4,3,0,1,0,8,0,0,0,1,0,0,29,0,0,0,0,0,0,0,258900,101.0
2015-12,University Village - Little Italy,0,12,18,9,2,12,1,12,0,0,0,0,0,0,7,1,0,1,0,3,0,0,0,11,0,0,14,0,0,0,0,0,0,0,253900,103.0
2016-01,University Village - Little Italy,0,6,17,2,1,3,1,8,0,1,0,0,0,0,3,2,0,1,0,3,0,1,0,2,0,0,20,1,0,0,0,0,0,0,250200,72.0
2016-02,University Village - Little Italy,0,5,20,0,0,16,0,10,0,0,0,0,0,0,3,5,0,1,0,3,0,0,0,3,0,0,14,1,0,0,0,0,0,0,251400,81.0
2016-03,University Village - Little Italy,1,7,24,6,2,9,1,9,0,0,0,0,0,0,3,6,0,3,0,6,0,3,0,1,1,0,23,0,0,0,0,0,0,0,253400,105.0
2016-04,University Village - Little Italy,0,4,17,3,0,12,2,10,0,0,0,0,0,1,6,7,0,0,0,3,1,0,0,6,0,0,28,0,0,0,0,0,0,0,254500,100.0
2016-05,University Village - Little Italy,0,10,16,3,0,12,2,8,0,1,0,0,0,2,2,3,0,1,0,4,0,0,0,2,0,0,22,1,0,0,0,0,0,0,255300,89.0
2016-06,University Village - Little Italy,0,11,29,2,0,13,5,17,0,1,1,0,0,0,3,3,0,0,0,3,0,1,0,5,0,0,51,1,0,0,0,0,0,0,255400,146.0
2016-07,University Village - Little Italy,0,7,16,4,2,11,2,17,0,0,0,0,0,0,3,4,0,1,0,10,0,0,0,2,1,0,25,1,0,0,0,0,0,0,256600,106.0
2016-08,University Village - Little Italy,0,11,19,9,1,10,4,9,0,1,1,0,0,0,6,2,0,1,0,8,0,0,0,7,0,0,30,1,0,1,0,0,0,0,260700,121.0
2016-09,University Village - Little Italy,0,8,15,8,1,15,2,12,0,0,0,0,0,0,5,2,0,0,0,8,0,0,0,6,2,0,34,1,0,0,0,0,0,0,264000,119.0
2016-10,University Village - Little Italy,0,6,21,8,3,14,1,17,0,0,0,0,0,0,2,4,0,0,0,8,0,1,0,10,3,0,39,0,0,0,0,0,0,0,267500,137.0
2016-11,University Village - Little Italy,1,2,23,3,0,18,1,12,1,0,0,1,0,0,4,0,0,1,0,4,0,0,0,5,0,0,36,0,0,0,0,0,0,0,272700,112.0
2016-12,University Village - Little Italy,0,9,22,5,1,12,1,10,0,0,0,0,0,0,2,2,1,1,0,13,0,0,0,1,0,0,18,0,0,0,0,0,0,0,277400,98.0
2017-01,University Village - Little Italy,0,3,13,3,0,7,1,11,0,1,0,1,0,0,8,1,0,2,0,3,0,0,0,8,1,1,16,1,0,0,0,0,0,0,281400,81.0
2017-02,University Village - Little Italy,0,7,19,8,0,7,2,12,1,0,0,0,0,0,5,0,0,1,0,2,0,1,0,2,0,0,24,0,0,0,0,0,0,0,284800,91.0
2017-03,University Village - Little Italy,0,9,15,4,2,9,2,9,0,1,0,1,0,0,5,2,0,2,0,4,0,0,0,2,0,0,21,1,0,0,0,0,0,0,285900,89.0
2017-04,University Village - Little Italy,0,9,13,5,1,11,2,6,1,0,0,0,0,0,5,3,0,0,0,13,0,0,0,6,0,1,24,1,0,0,0,0,0,0,287000,101.0
2017-05,University Village - Little Italy,0,9,19,5,3,9,2,12,0,0,0,1,0,0,8,1,0,1,0,8,0,0,0,5,0,0,20,0,0,0,0,0,0,0,288700,103.0
2017-06,University Village - Little Italy,0,4,16,10,0,12,8,6,0,0,0,0,0,0,5,2,0,0,0,5,0,0,0,6,1,0,66,1,0,0,0,0,0,0,289000,142.0
2017-07,University Village - Little Italy,0,11,24,5,2,19,2,5,0,0,0,0,0,0,1,2,0,2,0,4,0,0,0,2,0,0,44,1,0,0,0,0,0,0,288400,124.0
2017-08,University Village - Little Italy,0,10,18,12,2,15,3,9,0,1,0,0,0,0,6,2,0,4,0,6,0,0,0,4,0,0,36,1,0,0,0,0,0,0,287900,129.0
2017-09,University Village - Little Italy,0,14,16,1,0,19,1,11,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,3,0,0,27,0,0,0,0,0,0,0,287100,105.0
2017-10,University Village - Little Italy,0,7,17,7,2,14,0,12,0,0,0,0,0,0,3,1,0,3,0,8,0,2,0,6,0,0,40,1,0,0,0,0,0,0,287200,123.0
2017-11,University Village - Little Italy,0,3,19,3,1,9,2,10,0,0,0,0,0,0,2,1,0,1,0,6,0,0,0,3,0,0,20,1,0,0,0,0,0,0,287100,81.0
2017-12,University Village - Little Italy,0,7,19,10,0,16,2,14,0,0,0,0,0,0,5,1,0,0,0,11,0,0,0,22,0,0,27,0,0,0,0,0,0,0,286300,134.0
2018-01,University Village - Little Italy,0,7,17,3,4,9,4,7,0,0,0,0,0,1,3,2,0,1,0,5,0,1,0,1,0,0,14,0,0,0,0,0,0,0,287500,79.0
2018-02,University Village - Little Italy,0,6,15,1,0,4,1,9,0,0,0,0,0,0,1,5,0,0,0,8,0,0,0,1,0,0,22,1,0,0,0,0,0,0,290300,74.0
2018-03,University Village - Little Italy,0,8,23,7,0,7,2,12,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,3,1,0,17,1,0,0,0,0,0,0,291500,90.0
2018-04,University Village - Little Italy,0,9,21,11,1,17,3,8,0,1,0,0,0,0,3,0,0,1,0,7,0,0,0,1,0,0,24,1,0,0,0,0,0,0,291800,108.0
2018-05,University Village - Little Italy,0,8,31,6,1,9,4,13,0,0,0,1,0,0,6,2,0,3,0,10,0,0,0,4,0,0,28,0,0,0,0,0,0,0,292700,126.0
2018-06,University Village - Little Italy,1,16,20,8,2,17,5,10,0,2,2,0,0,0,8,1,0,1,0,10,0,0,0,5,0,0,87,0,0,0,0,0,0,0,293300,195.0
2018-07,University Village - Little Italy,0,12,35,3,0,11,3,10,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,8,1,0,30,3,0,0,0,0,0,0,293700,126.0
2018-08,University Village - Little Italy,1,17,32,6,0,12,3,10,0,0,0,0,0,0,2,4,0,2,0,8,0,0,0,3,0,0,46,0,0,0,0,0,0,0,294800,146.0
2018-09,University Village - Little Italy,0,8,17,7,2,12,3,9,0,1,0,0,0,0,4,2,0,0,0,12,0,1,0,3,0,0,32,1,0,0,0,0,0,0,295700,114.0
2018-10,University Village - Little Italy,0,8,25,6,2,15,3,15,0,0,0,1,0,0,8,1,0,2,0,12,0,0,0,9,1,0,29,0,0,0,0,0,0,0,296200,137.0
2018-11,University Village - Little Italy,0,15,22,8,2,8,1,8,0,0,1,1,0,0,5,2,0,0,0,7,0,2,0,11,0,0,31,0,0,0,0,0,0,0,297400,124.0
2018-12,University Village - Little Italy,0,11,22,4,3,14,5,9,0,0,0,1,0,0,5,0,0,0,0,3,0,1,0,8,2,0,13,2,0,0,0,0,0,0,297900,103.0
2019-01,University Village - Little Italy,0,2,25,3,1,12,1,12,0,0,1,1,0,0,0,2,0,1,0,9,0,0,0,5,0,0,29,4,0,0,0,0,0,0,297200,108.0
2019-02,University Village - Little Italy,0,7,14,3,1,7,4,8,0,0,0,0,0,0,2,2,0,0,0,10,0,0,0,3,0,0,19,1,0,0,0,0,0,0,297700,81.0
2019-03,University Village - Little Italy,0,11,22,4,0,6,8,5,0,0,0,0,0,0,4,3,0,3,0,3,0,0,0,8,0,0,22,1,0,0,0,0,0,0,298800,100.0
2019-04,University Village - Little Italy,0,11,17,1,1,10,4,6,0,0,0,0,0,0,4,2,0,1,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,299100,85.0
2019-05,University Village - Little Italy,0,14,29,2,2,6,7,5,1,3,0,1,0,0,3,2,0,3,0,6,0,0,0,5,2,0,32,4,0,0,0,0,0,0,298400,127.0
2019-06,University Village - Little Italy,0,10,31,2,1,12,6,6,0,0,1,0,0,1,5,6,0,2,0,3,0,3,0,5,1,0,22,0,0,0,0,0,0,0,297600,117.0
2019-07,University Village - Little Italy,0,14,26,7,1,20,10,14,0,1,0,0,0,1,1,2,0,0,0,7,0,0,0,12,0,2,25,1,0,0,0,0,1,0,296500,145.0
2019-08,University Village - Little Italy,0,12,23,5,1,11,7,7,0,0,0,1,0,0,7,6,0,4,0,8,0,1,0,6,2,0,43,1,0,0,0,0,0,0,296200,145.0
2019-09,University Village - Little Italy,0,16,22,5,1,11,12,12,0,0,1,1,0,0,7,2,0,1,0,5,0,0,0,4,2,0,32,1,0,0,0,0,0,0,295900,135.0
2001-01,West Town,1,28,54,21,1,34,11,24,0,0,0,1,1,2,33,13,0,4,0,19,10,3,0,11,1,0,98,2,0,0,0,0,0,0,259200,372.0
2001-02,West Town,0,21,59,14,1,34,11,11,0,0,0,1,1,1,20,16,0,0,0,12,5,1,0,13,1,0,77,2,0,0,0,0,0,0,261800,301.0
2001-03,West Town,1,26,59,22,1,32,11,7,1,0,0,0,0,2,22,34,0,0,0,22,2,0,0,10,1,0,101,1,0,0,0,0,0,0,264000,355.0
2001-04,West Town,1,19,53,20,1,48,13,9,1,0,0,0,0,2,21,21,0,0,0,23,5,2,0,17,2,1,98,1,0,0,0,0,0,0,266000,358.0
2001-05,West Town,3,28,68,25,2,32,10,10,1,0,0,0,1,3,26,13,0,2,0,22,7,3,0,12,3,0,95,2,0,0,0,0,0,0,267800,368.0
2001-06,West Town,2,20,81,23,0,40,5,6,2,1,0,0,2,0,30,22,0,2,0,21,3,3,0,16,2,0,100,9,0,0,0,0,0,0,269500,390.0
2001-07,West Town,2,26,76,44,3,54,11,9,0,0,1,0,0,1,30,18,0,1,0,24,3,1,0,17,1,0,100,6,0,0,0,0,0,0,271000,428.0
2001-08,West Town,0,31,78,61,2,54,9,6,0,1,0,0,0,2,22,21,0,1,0,21,3,2,0,15,1,0,131,5,0,0,0,0,0,0,272400,466.0
2001-09,West Town,1,22,69,36,1,52,20,14,1,1,0,1,0,1,33,21,0,4,0,21,3,3,0,10,1,0,143,1,0,0,0,0,0,0,273900,459.0
2001-10,West Town,1,27,77,39,0,44,14,11,0,1,0,1,0,4,36,28,0,0,0,18,1,4,0,13,2,0,120,2,0,0,0,0,0,0,275400,443.0
2001-11,West Town,1,16,65,32,1,50,22,17,0,1,0,0,0,0,33,30,0,1,0,17,2,1,0,14,1,0,103,2,0,0,0,0,0,0,277000,409.0
2001-12,West Town,2,12,44,18,0,28,20,15,0,1,0,0,0,2,30,25,0,0,0,14,1,1,0,13,0,0,88,3,0,0,0,0,0,0,278700,317.0
2002-01,West Town,1,21,44,24,2,39,11,13,0,0,0,0,0,2,26,9,0,2,0,23,0,2,0,16,0,0,102,2,0,0,0,0,0,0,280500,339.0
2002-02,West Town,2,13,38,21,1,44,11,14,0,0,0,0,0,2,18,16,0,1,0,9,2,4,0,12,0,1,85,5,0,0,0,0,0,0,282400,299.0
2002-03,West Town,1,15,52,26,1,52,10,11,0,0,0,0,0,7,20,19,0,0,0,24,2,0,0,5,0,0,108,5,0,0,0,0,0,0,284200,358.0
2002-04,West Town,2,26,55,19,1,44,14,12,0,0,0,0,0,1,27,23,0,1,0,29,0,1,0,9,2,0,106,2,0,0,0,0,0,0,285900,374.0
2002-05,West Town,1,25,66,18,1,56,9,11,0,1,0,0,1,0,28,18,0,1,0,28,2,1,0,10,0,1,114,8,0,0,0,0,0,0,287400,400.0
2002-06,West Town,0,24,74,34,2,44,13,7,1,0,0,0,0,0,17,12,0,0,0,23,1,4,0,9,0,0,126,0,0,0,0,0,0,0,288700,391.0
2002-07,West Town,0,31,74,40,0,64,16,9,1,0,0,0,0,0,32,12,1,0,0,24,5,2,0,9,1,0,127,5,0,0,0,0,0,0,290000,453.0
2002-08,West Town,2,27,49,25,1,60,22,12,0,1,1,0,0,0,28,18,0,1,0,19,2,1,0,18,0,1,147,3,0,0,0,0,0,0,291100,438.0
2002-09,West Town,1,20,62,15,1,59,12,9,0,1,1,0,0,0,31,13,0,0,0,17,2,2,0,8,2,0,114,2,0,0,0,0,0,0,292200,372.0
2002-10,West Town,0,21,43,11,1,31,12,11,0,0,0,1,1,0,23,17,0,0,0,20,2,0,0,12,4,0,143,4,0,0,0,0,0,0,293400,357.0
2002-11,West Town,1,21,54,24,1,42,15,6,0,0,0,0,0,2,18,21,0,1,0,14,2,1,0,17,0,1,127,1,0,0,0,0,0,0,294700,369.0
2002-12,West Town,1,8,62,15,0,36,14,9,0,0,0,1,0,2,16,15,0,0,0,22,1,0,0,16,0,0,122,3,0,0,0,0,0,0,295800,343.0
2003-01,West Town,0,20,39,14,1,46,29,14,0,0,0,0,0,3,27,19,0,2,0,20,0,1,0,12,1,0,109,1,0,0,0,0,0,0,296400,358.0
2003-02,West Town,1,17,60,15,0,37,15,9,2,0,0,0,0,2,7,20,0,0,0,23,1,2,0,0,1,0,73,1,0,0,0,0,0,0,296700,286.0
2003-03,West Town,0,15,46,19,0,50,13,8,0,0,0,1,0,3,26,11,0,3,0,34,2,0,0,6,4,0,112,3,0,0,0,0,0,0,296900,356.0
2003-04,West Town,2,19,47,18,1,52,17,8,0,0,1,0,1,4,32,19,0,3,0,17,5,2,0,8,2,0,96,3,0,0,0,0,0,0,296800,357.0
2003-05,West Town,0,18,55,11,0,65,11,14,1,0,0,0,0,5,31,23,0,5,0,26,0,1,0,12,3,0,125,3,0,0,0,0,0,0,296400,409.0
2003-06,West Town,0,20,51,21,0,38,15,13,0,0,0,0,0,4,29,25,0,2,0,20,0,1,0,10,0,0,118,2,0,0,0,0,0,0,295900,369.0
2003-07,West Town,1,29,65,29,0,69,12,16,1,0,0,0,0,3,42,20,0,1,0,16,5,0,0,9,3,0,154,1,0,0,0,0,0,0,295500,476.0
2003-08,West Town,2,25,68,27,0,72,9,20,0,1,0,1,0,1,26,25,1,0,0,15,1,0,0,9,2,0,158,5,0,0,0,0,0,0,295500,468.0
2003-09,West Town,0,19,77,25,1,57,17,19,2,0,0,0,0,1,28,13,0,0,0,30,2,2,0,15,2,0,148,3,0,0,0,0,0,0,295900,461.0
2003-10,West Town,1,36,57,14,1,55,16,12,1,1,0,0,0,1,30,20,0,1,0,18,2,2,0,19,1,1,140,2,0,0,0,0,0,0,296600,431.0
2003-11,West Town,0,13,44,28,2,38,18,10,0,1,0,0,0,0,35,19,0,0,0,20,1,1,0,12,2,0,127,1,0,0,0,0,0,0,297500,372.0
2003-12,West Town,1,7,38,23,1,49,19,14,0,0,0,1,0,0,21,13,0,0,0,22,3,0,0,10,0,1,154,2,0,0,0,0,0,0,298500,379.0
2004-01,West Town,0,18,46,17,0,29,25,8,0,0,0,0,0,1,26,28,0,0,0,20,0,0,0,6,2,0,81,1,0,0,0,0,0,0,299800,308.0
2004-02,West Town,1,16,47,19,2,39,27,4,1,0,0,1,0,2,18,18,0,0,0,9,1,0,0,9,2,0,70,5,0,0,0,0,0,0,301400,291.0
2004-03,West Town,1,19,51,17,2,57,14,12,0,0,0,0,0,4,24,14,0,0,0,12,0,2,0,10,2,1,123,2,0,0,0,0,0,0,303300,367.0
2004-04,West Town,0,8,45,18,0,49,24,9,0,0,0,1,0,1,25,19,0,0,0,22,1,0,0,6,0,0,108,3,0,0,0,0,0,0,305400,339.0
2004-05,West Town,0,27,60,19,0,38,27,16,0,1,0,0,0,0,33,20,0,2,0,18,2,2,0,7,0,0,113,7,0,0,0,0,0,0,308000,392.0
2004-06,West Town,3,10,63,19,0,49,18,17,1,0,0,0,0,0,30,14,0,1,0,12,0,0,0,10,2,0,133,3,0,0,0,0,0,0,310700,385.0
2004-07,West Town,2,16,75,21,0,62,35,17,1,0,0,0,0,2,23,21,0,0,0,20,1,2,0,23,0,0,172,1,0,0,0,0,0,0,313600,494.0
2004-08,West Town,0,23,69,24,2,52,21,11,0,0,0,0,0,4,29,25,0,1,0,16,4,0,0,13,1,0,166,5,0,0,0,0,0,0,316500,466.0
2004-09,West Town,1,29,55,16,1,49,25,9,0,0,0,0,0,3,31,26,1,1,0,19,2,1,0,16,1,0,149,2,0,0,0,0,0,0,319200,437.0
2004-10,West Town,1,25,44,11,0,46,19,10,0,0,0,0,0,0,28,20,0,2,0,25,1,1,0,11,0,0,133,1,0,0,0,0,0,0,322000,378.0
2004-11,West Town,0,11,46,18,0,65,22,9,0,0,0,0,0,1,25,20,0,0,0,19,2,1,0,10,1,0,146,1,0,0,0,0,0,0,324800,397.0
