Date,ZillowNeighborhood,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,PUBLIC INDECENCY,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL,CONCEALED CARRY LICENSE VIOLATION,HUMAN TRAFFICKING,ZHVI,TotalCrime
2004-12,West Town,0,9,36,15,1,38,21,7,1,0,0,0,0,0,31,16,0,3,0,20,0,0,0,12,0,0,106,0,0,0,0,0,0,0,327600,316.0
2005-01,West Town,0,14,43,14,1,36,28,7,0,0,1,0,0,0,22,15,0,1,0,13,0,2,0,8,2,0,84,2,0,0,0,0,0,0,330100,293.0
2005-02,West Town,0,12,39,14,0,41,19,13,0,0,0,0,0,0,19,19,0,0,0,19,3,2,0,9,0,0,117,1,0,0,0,0,0,0,332300,327.0
2005-03,West Town,0,16,45,21,0,42,19,12,0,0,0,1,0,1,20,15,0,0,0,17,1,1,0,8,1,0,86,5,0,0,0,0,0,0,334400,311.0
2005-04,West Town,0,23,51,23,1,43,22,11,0,1,0,1,1,1,26,29,0,1,0,20,0,1,0,12,1,0,91,5,0,0,0,0,0,0,336800,364.0
2005-05,West Town,0,15,42,20,1,38,20,8,1,0,0,0,1,0,23,25,0,0,0,26,0,3,0,8,1,0,95,2,0,0,0,0,0,0,339600,329.0
2005-06,West Town,2,11,52,27,0,48,14,11,0,0,0,0,0,1,23,12,0,1,0,15,0,1,0,14,1,0,107,2,0,0,0,0,0,0,342700,342.0
2005-07,West Town,2,19,67,28,0,69,12,12,0,0,0,0,0,0,26,15,0,4,0,16,4,0,0,10,1,0,129,3,0,0,0,0,0,0,346100,417.0
2005-08,West Town,0,24,61,18,2,47,16,14,0,0,1,0,0,0,31,41,0,2,0,18,8,3,0,16,1,0,129,1,0,0,0,0,0,0,349500,433.0
2005-09,West Town,1,15,50,41,3,42,9,18,0,0,0,0,0,0,33,17,1,3,0,14,1,3,0,12,2,0,96,1,0,0,0,0,0,0,352500,362.0
2005-10,West Town,1,10,44,43,1,43,15,12,0,0,0,0,0,2,20,23,0,0,0,15,0,2,0,12,1,0,120,5,0,0,0,0,0,0,354800,369.0
2005-11,West Town,0,11,47,15,3,49,16,10,1,0,0,0,0,3,26,17,0,1,0,19,0,2,0,12,1,0,107,6,0,0,0,0,0,0,356300,346.0
2005-12,West Town,0,15,31,18,0,43,5,17,0,0,0,1,0,1,18,17,0,0,0,18,0,1,0,16,0,0,84,4,0,0,0,0,0,0,357200,289.0
2006-01,West Town,2,18,49,13,0,56,19,8,0,0,0,0,0,1,26,16,0,0,0,19,2,1,0,8,0,0,113,1,0,0,0,0,0,0,358200,352.0
2006-02,West Town,0,11,36,12,0,43,19,10,0,0,0,0,0,0,24,14,0,2,0,11,0,4,0,10,1,0,89,0,0,0,0,0,0,0,359300,286.0
2006-03,West Town,0,13,55,18,2,45,15,8,0,1,0,0,0,1,28,11,0,3,0,7,0,2,0,10,0,1,115,3,0,0,0,0,0,0,360800,338.0
2006-04,West Town,1,16,50,15,0,65,11,16,0,1,1,0,0,1,32,23,0,1,0,14,1,1,0,14,0,0,142,2,0,0,0,0,0,0,362500,407.0
2006-05,West Town,1,18,57,25,1,51,5,11,0,1,0,0,0,2,23,17,0,3,0,17,2,1,0,11,1,0,115,3,0,0,0,0,0,0,363900,365.0
2006-06,West Town,1,11,46,19,1,40,5,17,0,1,0,1,0,2,29,15,0,1,0,22,2,0,0,4,4,0,112,0,0,0,0,0,0,0,364900,333.0
2006-07,West Town,0,18,58,10,2,57,12,6,3,1,0,0,0,0,38,22,0,2,0,13,1,3,0,14,2,1,124,0,0,0,0,0,0,0,365500,387.0
2006-08,West Town,1,12,53,21,1,57,6,18,2,0,2,0,0,2,39,15,0,0,0,17,1,0,0,6,1,0,130,3,0,0,0,0,0,0,365400,387.0
2006-09,West Town,0,11,40,19,1,55,5,9,2,0,0,1,0,0,23,19,0,1,0,14,0,1,0,11,0,0,127,1,0,0,0,0,0,0,365000,340.0
2006-10,West Town,2,14,33,15,0,44,15,11,0,0,0,0,0,2,24,15,0,0,0,15,0,3,0,19,2,0,97,1,0,0,0,0,0,0,364500,312.0
2006-11,West Town,0,13,30,16,0,42,8,8,0,0,1,0,0,2,37,18,0,1,0,19,0,2,0,9,1,0,99,2,0,0,0,0,0,0,363900,308.0
2006-12,West Town,1,18,37,25,0,38,9,12,0,0,0,0,0,0,19,13,0,0,0,13,0,2,0,14,2,0,72,2,0,0,0,0,0,0,363200,277.0
2007-01,West Town,1,21,41,12,1,34,14,10,0,0,0,0,0,1,26,11,0,1,0,21,0,2,0,10,0,0,107,1,0,0,0,0,0,0,362700,314.0
2007-02,West Town,0,7,29,5,2,25,8,7,0,0,0,0,0,0,26,15,0,0,0,7,0,0,0,5,0,0,62,0,0,0,0,0,0,0,362100,198.0
2007-03,West Town,0,10,47,19,0,49,8,8,1,0,0,1,1,0,17,12,0,0,0,16,1,3,0,13,0,0,82,1,0,0,0,0,0,0,361300,289.0
2007-04,West Town,1,17,44,18,2,62,7,12,0,0,1,0,1,3,18,11,0,1,0,7,1,3,0,10,0,0,99,2,0,0,0,0,0,0,360300,320.0
2007-05,West Town,0,18,45,23,0,63,13,11,0,1,1,0,0,2,21,16,0,2,0,14,0,2,0,7,1,1,101,1,0,0,0,0,0,0,358600,343.0
2007-06,West Town,0,16,45,12,0,29,9,11,1,0,0,0,0,2,21,19,0,1,0,16,0,2,0,7,2,0,129,2,0,0,0,0,0,0,356500,324.0
2007-07,West Town,0,14,41,12,1,53,14,5,1,1,0,0,0,2,14,14,0,0,0,15,0,2,0,12,2,0,121,3,0,0,0,0,0,0,354600,327.0
2007-08,West Town,0,16,54,26,1,51,12,22,1,1,0,1,0,1,22,14,0,1,0,16,0,2,0,11,2,1,118,3,0,0,0,0,0,0,353200,376.0
2007-09,West Town,0,17,60,26,0,60,10,10,1,0,1,0,0,1,23,14,0,0,0,12,1,2,0,7,1,0,106,1,0,0,0,0,0,0,352500,353.0
2007-10,West Town,1,19,42,36,0,39,14,9,1,0,0,0,0,1,24,15,0,0,0,17,1,2,0,9,1,0,132,1,0,0,0,0,0,0,352500,364.0
2007-11,West Town,0,12,41,29,0,44,10,12,1,1,1,0,1,0,28,12,0,0,0,8,0,0,0,11,2,1,116,3,0,0,0,0,0,0,352500,333.0
2007-12,West Town,0,12,29,23,0,41,12,12,0,0,1,0,0,1,21,21,0,0,0,12,1,1,0,10,2,0,112,2,0,0,0,0,0,0,351900,313.0
2008-01,West Town,0,14,45,15,0,33,17,17,0,0,0,0,0,1,12,10,0,2,0,10,1,1,0,11,1,0,129,1,0,0,0,0,0,0,350800,320.0
2008-02,West Town,0,12,47,11,2,36,2,3,0,0,0,0,0,3,22,20,0,0,0,10,0,1,0,8,1,0,79,1,0,0,0,0,0,0,349400,258.0
2008-03,West Town,0,9,40,19,0,38,8,9,0,0,0,0,1,2,15,17,0,1,0,8,2,2,0,4,0,0,86,0,0,0,0,0,0,0,348200,261.0
2008-04,West Town,1,19,42,26,1,50,4,11,0,1,0,2,0,1,13,16,0,1,0,12,0,1,0,8,0,0,118,2,0,0,0,0,0,0,347500,329.0
2008-05,West Town,0,20,45,18,1,57,6,12,2,0,0,0,0,2,31,13,0,0,0,17,0,1,0,9,0,0,118,0,0,0,0,0,0,0,346600,352.0
2008-06,West Town,1,10,40,20,1,42,3,14,1,0,0,1,0,0,19,6,0,0,0,13,0,2,0,10,1,1,115,1,0,0,0,0,0,0,345300,301.0
2008-07,West Town,0,9,56,27,1,48,9,12,1,0,1,0,0,1,22,16,0,0,0,23,3,4,0,7,1,0,160,2,0,0,0,0,0,0,343300,403.0
2008-08,West Town,0,17,41,21,1,55,8,9,1,1,1,0,0,0,28,10,0,4,0,12,1,2,0,11,2,1,150,1,0,0,0,0,0,0,340700,377.0
2008-09,West Town,2,14,44,23,1,50,14,7,0,0,0,0,0,0,25,12,0,1,0,11,1,3,0,10,1,0,114,1,0,0,0,0,0,0,338200,334.0
2008-10,West Town,0,14,38,24,2,54,3,14,0,0,0,0,0,1,17,7,0,2,0,21,1,0,0,9,2,0,148,3,0,0,0,0,0,0,336700,360.0
2008-11,West Town,0,14,35,21,0,40,3,9,0,0,0,0,0,0,13,7,0,3,0,7,1,0,0,17,1,0,125,0,0,0,0,0,0,0,335400,296.0
2008-12,West Town,0,9,32,11,0,47,5,11,0,0,1,0,0,0,16,12,0,0,0,14,1,0,0,8,1,0,92,0,0,0,0,0,0,0,333700,260.0
2009-01,West Town,0,9,39,23,0,35,5,14,0,2,1,0,0,1,19,14,0,0,0,13,0,1,0,10,1,0,85,4,0,0,0,0,0,0,331700,276.0
2009-02,West Town,1,20,29,18,1,42,5,7,1,0,0,1,0,0,19,11,0,2,0,17,0,3,0,12,1,0,107,2,0,0,0,0,0,0,329600,299.0
2009-03,West Town,0,12,44,11,1,31,6,8,0,0,1,0,0,1,14,11,0,3,0,12,1,0,0,6,1,1,89,1,0,0,0,0,0,0,327300,254.0
2009-04,West Town,0,16,44,8,0,36,3,10,0,0,0,0,0,1,10,9,0,1,0,15,0,3,0,7,0,0,87,1,0,0,0,0,0,0,324300,251.0
2009-05,West Town,0,12,38,15,2,39,7,7,0,1,0,0,1,1,14,6,0,1,0,13,0,0,0,6,0,0,112,1,0,0,0,0,0,0,320900,276.0
2009-06,West Town,2,16,42,22,1,60,3,9,0,0,1,0,0,0,14,8,0,0,0,19,1,2,0,8,0,0,102,0,0,0,0,0,0,0,317300,310.0
2009-07,West Town,1,17,41,29,0,42,5,14,0,1,0,0,0,0,20,12,0,0,0,18,1,2,0,13,0,0,95,0,0,0,0,0,0,0,314400,311.0
2009-08,West Town,0,14,46,22,0,40,6,12,0,0,1,0,0,0,17,15,0,0,0,20,0,0,0,11,4,0,108,2,0,0,0,0,0,0,312700,318.0
2009-09,West Town,1,9,36,15,0,33,8,9,0,0,0,0,0,0,12,25,0,1,0,11,1,1,0,11,1,0,132,3,0,0,0,0,0,0,312100,309.0
2009-10,West Town,1,14,33,20,0,61,5,12,0,0,0,0,0,1,11,14,0,1,0,18,2,2,0,11,2,0,120,2,0,0,0,0,0,0,312500,330.0
2009-11,West Town,1,7,34,18,0,40,6,5,0,0,2,0,0,1,16,12,0,0,0,17,0,3,0,11,2,0,103,2,0,0,0,0,0,0,313600,280.0
2009-12,West Town,0,5,23,18,0,43,6,13,0,0,0,0,0,0,18,15,0,0,0,5,4,0,0,15,0,0,91,0,0,0,0,0,0,0,314600,256.0
2010-01,West Town,0,14,30,20,0,28,5,6,0,0,0,0,0,1,16,11,0,0,0,10,1,0,0,12,0,0,110,5,0,0,0,0,0,0,315500,269.0
2010-02,West Town,0,7,23,16,0,29,5,5,0,0,0,0,0,0,10,7,0,0,0,11,1,0,0,4,0,0,56,0,0,0,0,0,0,0,316700,174.0
2010-03,West Town,2,10,42,15,1,49,0,10,0,0,0,0,0,0,12,17,0,2,0,7,0,2,0,8,0,0,88,2,0,0,0,0,0,0,315100,267.0
2010-04,West Town,1,22,40,9,0,49,1,7,0,0,0,0,0,1,15,13,0,1,0,4,0,1,0,11,0,0,80,1,0,0,0,0,0,0,311200,256.0
2010-05,West Town,1,18,41,11,0,40,6,13,0,2,0,0,1,0,24,22,0,0,0,16,0,0,0,15,0,0,118,2,0,0,0,0,0,0,309900,330.0
2010-06,West Town,0,17,38,15,1,29,3,9,0,0,0,0,0,0,26,11,0,0,0,20,0,1,0,5,0,0,112,0,0,0,0,0,0,0,310200,287.0
2010-07,West Town,1,13,46,16,2,41,7,9,0,0,0,0,0,1,27,10,0,3,0,11,0,4,0,9,0,0,154,1,0,0,0,0,0,0,309000,355.0
2010-08,West Town,0,19,43,15,0,53,4,8,0,0,0,0,0,0,28,18,0,1,0,9,0,0,0,10,0,0,128,2,0,0,0,0,0,0,307900,338.0
2010-09,West Town,2,11,27,15,1,23,9,12,0,1,0,1,0,0,25,21,0,1,0,13,0,0,0,7,2,1,110,1,0,0,0,0,0,0,305900,283.0
2010-10,West Town,0,16,48,10,1,46,3,11,0,0,1,0,0,1,21,19,1,0,0,16,1,0,0,12,1,0,134,0,0,0,0,0,0,0,301400,342.0
2010-11,West Town,0,11,31,18,2,33,4,6,0,0,0,0,0,0,19,10,0,0,0,8,1,0,0,6,1,0,112,2,0,0,0,0,0,0,297300,264.0
2010-12,West Town,0,9,26,19,1,20,7,15,1,0,0,0,0,0,23,7,0,0,0,6,0,0,0,12,1,0,56,1,0,0,0,0,0,0,296000,204.0
2011-01,West Town,0,10,38,13,2,26,6,7,0,0,0,0,0,3,23,13,0,1,0,16,0,0,0,8,0,0,100,4,0,0,0,0,0,0,297100,270.0
2011-02,West Town,1,13,27,16,0,40,4,6,0,0,0,0,0,0,15,9,0,2,0,12,0,1,0,5,2,0,73,2,0,0,0,0,0,0,298000,228.0
2011-03,West Town,0,10,29,19,0,35,2,11,0,0,0,0,0,1,26,12,0,0,0,15,0,0,0,5,0,0,111,3,0,0,0,0,0,0,297100,279.0
2011-04,West Town,1,10,39,13,0,34,7,11,0,0,0,0,0,4,27,11,0,0,0,13,0,0,0,5,3,0,129,1,0,0,0,0,0,0,295500,308.0
2011-05,West Town,1,11,30,24,3,39,9,12,0,0,1,0,0,3,26,6,0,0,0,18,0,2,0,12,1,0,109,0,0,0,0,0,0,0,293700,307.0
2011-06,West Town,0,17,23,30,3,50,3,13,0,0,1,0,0,0,21,11,0,0,0,9,0,1,0,7,0,0,100,2,0,0,0,0,0,0,291500,291.0
2011-07,West Town,0,17,49,18,1,33,2,9,0,1,0,0,0,2,23,5,0,0,0,12,0,1,0,10,1,0,110,3,0,0,0,0,0,0,290100,297.0
2011-08,West Town,1,12,40,21,0,43,7,9,0,1,0,1,0,0,25,13,0,0,0,20,1,1,0,11,0,0,118,1,0,0,0,0,0,0,289500,325.0
2011-09,West Town,0,12,39,16,2,37,7,11,0,0,1,1,0,0,21,17,0,0,0,15,0,1,0,21,1,0,97,4,0,0,0,0,0,0,288300,303.0
2011-10,West Town,0,8,37,23,2,34,4,13,0,0,0,0,0,0,24,9,0,0,0,11,1,0,0,18,0,1,102,3,0,0,0,0,0,0,286700,290.0
2011-11,West Town,0,11,39,15,0,29,5,12,0,0,1,0,0,1,20,8,0,1,0,13,1,3,0,12,1,0,96,0,0,0,0,0,0,0,285100,268.0
2011-12,West Town,0,14,31,12,1,36,6,17,0,2,0,0,0,0,16,11,0,1,0,13,0,1,0,10,0,0,94,2,0,0,0,0,0,0,284500,267.0
2012-01,West Town,0,10,31,6,0,38,2,5,0,0,1,0,0,2,22,13,0,0,0,17,0,2,0,5,3,0,96,1,0,0,0,0,0,0,282500,254.0
2012-02,West Town,0,13,27,7,0,20,3,12,0,0,1,0,0,0,19,9,0,1,0,12,0,1,0,2,1,0,61,1,0,0,0,0,0,0,280800,190.0
2012-03,West Town,0,18,33,14,3,24,4,11,0,0,1,1,0,1,17,12,0,1,0,7,0,1,0,2,2,0,87,0,0,0,0,0,0,0,280800,239.0
2012-04,West Town,1,13,28,9,0,28,2,16,1,0,0,0,1,1,21,5,0,1,0,11,0,2,0,15,0,0,97,1,0,0,0,0,0,0,281700,253.0
2012-05,West Town,0,16,33,22,1,38,9,11,0,0,0,0,0,0,20,8,0,2,0,11,0,0,0,17,2,0,123,1,0,0,0,0,0,0,282600,314.0
2012-06,West Town,0,13,46,25,0,37,3,9,0,0,1,0,0,1,20,9,0,2,0,16,0,1,0,10,0,0,111,0,0,0,0,0,0,0,286000,304.0
2012-07,West Town,0,8,40,26,1,30,1,10,0,2,1,0,1,1,35,6,0,0,0,13,0,1,0,19,2,0,119,0,0,0,0,0,0,0,289300,316.0
2012-08,West Town,0,11,48,26,1,37,7,12,0,0,0,0,0,0,27,11,0,2,2,11,0,2,0,12,1,0,84,4,0,0,0,0,0,0,290200,298.0
2012-09,West Town,1,12,24,27,0,46,8,13,0,0,0,0,0,0,33,7,0,0,0,10,0,0,0,9,4,0,107,1,0,0,0,0,0,0,291000,302.0
2012-10,West Town,0,12,39,23,1,32,5,17,0,0,0,0,0,0,22,6,0,0,0,14,2,1,0,7,0,0,93,0,0,0,0,0,0,0,293200,274.0
2012-11,West Town,1,12,25,26,1,35,0,17,0,1,0,0,0,1,18,10,0,3,0,9,0,0,0,8,0,0,105,1,0,0,0,0,0,0,295200,273.0
2012-12,West Town,0,5,27,26,2,34,7,9,0,0,0,0,0,0,20,3,0,3,0,8,0,2,0,8,0,0,101,1,0,0,0,0,0,0,295900,256.0
2013-01,West Town,0,9,35,8,1,21,7,13,0,1,0,0,0,1,23,14,0,2,0,18,0,2,0,7,0,0,87,0,0,0,0,0,0,0,296600,249.0
2013-02,West Town,0,9,29,10,0,21,2,15,0,0,0,0,0,0,22,12,0,0,0,12,0,3,0,2,0,0,77,0,0,0,0,0,0,0,297000,214.0
2013-03,West Town,0,8,30,17,2,30,3,14,0,0,2,0,0,2,18,8,0,2,0,9,1,4,0,4,0,0,92,3,0,0,0,0,0,0,300500,249.0
2013-04,West Town,0,17,36,18,1,21,2,16,0,0,0,0,0,1,14,5,0,0,0,12,0,1,0,3,0,0,73,0,0,0,0,0,0,0,306900,220.0
2013-05,West Town,0,14,32,17,2,23,3,11,1,0,0,0,0,0,12,6,0,0,0,22,0,5,0,9,0,0,92,0,0,0,0,0,0,0,312300,249.0
2013-06,West Town,0,12,47,11,0,26,5,8,1,1,0,0,0,2,18,16,0,2,0,14,0,3,0,11,1,1,86,1,0,0,0,0,0,0,317100,266.0
2013-07,West Town,0,14,29,19,0,33,4,11,2,0,1,0,0,0,16,10,0,2,0,14,0,2,0,23,0,0,84,1,0,0,0,0,0,0,322900,265.0
2013-08,West Town,0,16,34,20,2,38,2,8,1,0,1,0,0,1,26,11,0,0,0,14,0,2,0,10,1,0,104,1,0,0,0,0,0,0,327500,292.0
2013-09,West Town,0,9,35,18,0,23,5,11,0,0,0,0,0,1,27,15,0,1,0,11,1,3,0,16,1,0,85,0,0,0,0,0,0,0,331000,262.0
2013-10,West Town,1,11,31,22,1,27,1,7,0,0,0,0,0,0,15,5,0,0,0,11,0,1,0,7,0,0,87,1,0,0,0,1,0,0,333000,229.0
2013-11,West Town,0,2,28,11,0,28,3,13,0,0,0,0,0,1,13,8,0,0,0,8,1,1,0,7,0,2,64,1,0,0,0,0,0,0,332900,191.0
2013-12,West Town,0,8,25,18,0,19,0,7,0,0,0,0,0,0,13,2,0,2,0,18,0,2,0,10,0,0,93,0,0,0,0,0,0,0,332400,217.0
2014-01,West Town,1,10,19,20,1,15,3,16,0,0,0,0,0,0,13,2,0,2,0,7,0,1,0,5,0,0,73,0,0,0,0,0,0,0,333100,188.0
2014-02,West Town,0,5,23,12,0,21,6,7,0,0,0,0,0,0,13,5,0,0,0,10,0,1,0,4,0,0,59,0,0,0,0,0,0,0,333100,166.0
2014-03,West Town,0,11,27,4,1,23,1,23,0,0,0,0,0,1,15,7,0,2,0,13,0,2,0,11,0,0,55,0,0,0,0,0,0,0,332900,196.0
2014-04,West Town,0,9,32,11,0,30,4,13,1,1,1,1,0,1,20,3,0,2,0,9,0,1,0,7,0,0,59,0,0,0,0,0,0,0,334200,205.0
2014-05,West Town,0,13,30,13,0,20,6,11,0,0,0,0,0,1,13,1,0,2,0,10,0,0,0,11,1,0,78,0,0,0,0,0,0,0,334900,210.0
2014-06,West Town,0,12,26,19,1,26,5,15,0,0,0,0,0,0,12,7,0,1,0,17,0,0,0,10,1,0,79,1,0,0,0,0,0,0,332700,232.0
2014-07,West Town,0,10,23,16,1,26,5,17,0,0,0,0,0,0,15,7,0,0,0,11,0,1,0,17,0,1,95,1,0,0,0,0,0,0,331800,246.0
2014-08,West Town,0,20,32,22,2,47,7,14,0,0,0,0,0,1,24,10,0,1,0,15,0,0,0,9,0,1,83,2,0,0,0,0,0,0,334300,290.0
2014-09,West Town,0,11,30,13,1,27,5,18,0,0,1,0,0,0,7,4,0,1,0,4,0,1,0,9,0,0,76,3,0,0,0,0,0,0,337400,211.0
2014-10,West Town,0,10,26,13,2,37,5,13,0,0,2,0,0,0,12,3,0,1,0,6,1,3,0,7,0,1,77,2,0,0,0,0,0,0,340200,221.0
2014-11,West Town,0,5,21,12,1,21,3,10,0,0,0,0,0,0,11,2,0,1,0,4,0,0,0,13,0,0,55,0,0,0,0,0,0,0,343700,159.0
2014-12,West Town,0,5,36,15,1,25,5,11,0,0,0,0,1,0,10,4,0,2,0,11,0,2,0,11,0,0,74,0,0,0,0,0,0,0,346900,213.0
2015-01,West Town,0,6,21,11,1,30,2,5,0,0,0,0,0,1,13,7,0,0,0,6,1,0,0,4,0,0,74,1,0,0,0,0,0,0,349000,183.0
2015-02,West Town,0,8,16,5,0,20,1,8,0,1,0,1,0,0,7,4,0,0,0,7,0,0,0,2,0,0,52,1,0,0,0,0,0,0,349800,133.0
2015-03,West Town,0,11,21,12,0,20,4,12,0,0,0,0,0,1,14,4,0,1,0,15,1,1,0,7,1,0,62,2,0,0,0,0,0,0,351000,189.0
2015-04,West Town,0,9,30,4,1,20,7,9,0,0,0,0,0,0,23,2,0,0,0,10,0,1,0,4,0,0,65,0,0,0,0,0,0,0,353700,185.0
2015-05,West Town,0,7,34,12,1,40,1,15,0,0,0,0,0,0,17,4,0,0,0,12,7,0,0,6,0,0,70,5,0,0,0,0,0,0,357100,231.0
2015-06,West Town,1,15,32,17,0,40,5,15,0,0,0,0,0,1,23,6,0,1,0,17,0,0,0,11,0,0,76,3,0,0,0,0,0,0,359400,263.0
2015-07,West Town,1,10,20,19,0,37,2,11,0,0,0,0,0,1,12,8,0,1,0,10,0,2,0,9,0,0,84,2,0,0,0,0,0,0,361000,229.0
2015-08,West Town,0,15,35,25,2,23,5,15,0,0,0,1,0,0,21,8,0,1,0,8,1,0,0,15,1,0,99,1,0,0,0,0,0,0,361800,276.0
2015-09,West Town,0,11,36,9,0,29,3,14,0,1,0,0,0,0,12,5,0,0,0,13,0,1,0,8,1,0,85,2,0,0,0,0,0,0,361900,230.0
2015-10,West Town,1,7,25,15,1,33,1,13,0,0,0,0,0,0,15,6,0,1,0,10,0,1,0,7,0,0,69,0,0,0,0,0,0,0,364300,205.0
2015-11,West Town,0,13,25,8,2,24,2,9,0,0,1,0,0,0,19,2,0,0,0,9,1,0,0,8,2,0,73,1,0,0,0,0,0,0,368600,199.0
2015-12,West Town,0,8,32,15,0,23,2,12,0,0,0,0,0,0,16,9,0,0,0,5,0,0,0,12,0,0,91,1,0,0,0,0,0,0,371400,226.0
2016-01,West Town,1,8,35,7,1,23,2,14,0,0,0,0,0,1,12,3,0,0,0,10,0,1,0,14,1,0,87,0,0,0,0,0,0,0,372400,220.0
2016-02,West Town,0,18,25,3,0,27,1,18,0,0,0,0,0,0,7,4,1,0,0,5,0,0,0,6,2,0,89,0,0,0,0,0,0,0,374500,206.0
2016-03,West Town,0,10,18,10,0,29,3,16,0,1,0,1,0,1,10,3,0,0,0,8,1,2,0,6,1,0,108,3,0,0,0,0,0,0,378200,231.0
2016-04,West Town,0,17,22,15,1,22,2,22,0,0,0,0,0,2,12,8,0,1,0,13,0,1,0,12,0,0,106,1,0,0,0,0,0,0,381600,257.0
2016-05,West Town,0,19,34,13,0,38,0,12,0,0,0,0,0,0,5,3,0,3,0,5,0,0,0,10,0,0,105,2,0,0,0,0,0,0,384500,249.0
2016-06,West Town,0,9,37,13,0,32,7,17,0,0,0,0,0,0,10,3,0,3,0,15,0,0,0,4,2,1,101,0,0,0,0,0,0,0,387300,254.0
2016-07,West Town,0,9,35,21,2,52,7,15,0,0,0,0,0,0,12,3,0,0,0,12,0,0,0,11,0,0,150,0,0,0,0,0,0,0,391000,329.0
2016-08,West Town,0,14,38,16,2,51,3,15,0,1,0,0,0,0,24,3,0,0,0,4,1,0,0,15,1,1,158,2,0,0,0,0,0,0,396800,349.0
2016-09,West Town,0,12,31,12,1,57,8,24,0,1,1,0,0,0,22,1,0,1,0,10,0,0,0,16,1,2,187,0,0,0,0,0,0,0,404900,387.0
2016-10,West Town,0,12,26,19,0,45,3,21,0,0,0,0,0,0,12,0,0,0,0,18,0,1,0,12,0,0,151,0,0,0,0,0,0,0,410700,320.0
2016-11,West Town,1,5,31,20,2,65,7,18,0,0,0,0,0,0,13,1,0,0,0,7,0,3,0,18,1,1,175,0,0,0,0,0,0,0,413800,368.0
2016-12,West Town,0,7,18,10,0,27,0,20,0,0,0,0,0,0,10,1,0,2,0,8,0,0,0,19,0,0,106,0,0,0,0,0,0,0,414700,228.0
2017-01,West Town,1,6,20,19,2,48,4,24,0,0,1,0,0,0,22,0,0,0,0,9,0,0,0,13,1,0,140,0,0,0,0,0,0,0,414400,310.0
2017-02,West Town,0,9,17,13,0,18,1,17,0,0,0,0,0,1,19,4,0,0,0,4,0,0,0,10,0,0,119,1,0,0,0,0,0,0,413500,233.0
2017-03,West Town,0,10,21,8,1,29,2,20,0,0,0,0,0,0,9,3,0,1,0,19,0,2,0,11,0,0,86,0,0,0,0,0,0,0,413600,222.0
2017-04,West Town,2,7,20,15,1,23,3,19,0,0,0,0,0,0,17,1,0,3,0,12,0,0,0,14,2,0,119,0,0,0,0,0,0,0,413500,258.0
2017-05,West Town,0,14,31,8,0,26,3,17,0,0,0,0,0,0,11,4,0,2,0,8,0,1,0,8,0,0,92,2,0,0,0,0,0,0,415400,227.0
2017-06,West Town,0,8,28,26,1,44,6,25,0,2,1,1,0,1,11,2,0,2,0,10,0,0,0,10,1,0,84,0,0,0,0,0,0,0,421600,263.0
2017-07,West Town,0,17,26,18,3,39,7,5,0,0,0,0,0,2,13,2,0,1,0,5,0,0,0,16,0,1,85,3,0,0,0,0,0,0,425400,243.0
2017-08,West Town,0,16,36,11,2,22,5,18,0,1,0,0,0,0,15,3,0,4,0,6,0,0,0,22,1,0,78,2,0,0,0,0,0,0,423900,242.0
2017-09,West Town,2,15,26,27,1,15,5,18,0,0,0,0,0,0,16,1,0,1,0,8,0,1,0,15,0,1,94,3,0,0,0,0,0,0,421100,249.0
2017-10,West Town,0,14,25,18,3,28,7,17,0,0,0,0,0,0,13,2,0,1,0,8,0,1,0,13,1,0,82,0,0,0,0,0,0,0,419300,233.0
2017-11,West Town,0,7,18,16,1,32,5,17,0,1,0,0,0,0,11,1,0,0,0,7,0,0,0,33,4,0,96,0,0,0,0,0,0,0,417000,249.0
2017-12,West Town,0,9,30,11,0,16,6,14,0,1,0,0,0,0,20,1,0,0,0,6,0,0,0,19,0,0,97,1,0,0,0,0,0,0,415900,231.0
2018-01,West Town,0,9,16,11,0,17,3,21,0,0,1,0,0,3,22,3,0,4,0,6,0,0,0,11,1,0,65,1,0,0,0,0,0,0,421300,194.0
2018-02,West Town,1,11,14,15,1,11,6,23,0,0,0,0,0,0,13,1,0,0,0,10,0,0,0,16,1,0,56,0,0,0,0,0,0,0,434200,179.0
2018-03,West Town,0,14,23,13,0,24,3,18,0,0,0,0,0,0,6,1,0,3,0,8,0,1,0,4,3,0,101,2,0,0,0,0,0,0,443400,224.0
2018-04,West Town,0,11,25,16,1,38,7,7,0,0,1,0,0,0,7,2,0,1,0,12,0,0,0,6,0,0,109,1,0,0,0,0,0,0,444400,244.0
